asset,time,CapMrktEstUSD
eth,2023-08-20T00:00:00.000000000Z,202383126946.19491390411101658
eth,2023-08-21T00:00:00.000000000Z,200427243609.16039412923260476
eth,2023-08-22T00:00:00.000000000Z,196177590774.704024655921098
eth,2023-08-23T00:00:00.000000000Z,201821692548.34713527760359624
eth,2023-08-24T00:00:00.000000000Z,199151852081.58763552211696817
eth,2023-08-25T00:00:00.000000000Z,198710216025.24653376826026627
eth,2023-08-26T00:00:00.000000000Z,197867662489.18373264842125168
eth,2023-08-27T00:00:00.000000000Z,199168619640.7245453387601161
eth,2023-08-28T00:00:00.000000000Z,198696254495.16639100466593877
eth,2023-08-29T00:00:00.000000000Z,207610640231.34711398246105294
eth,2023-08-30T00:00:00.000000000Z,204975442293.43501175491516926
eth,2023-08-31T00:00:00.000000000Z,197836663134.69027402309287985
eth,2023-09-01T00:00:00.000000000Z,195801737433.74745501553492574
eth,2023-09-02T00:00:00.000000000Z,196778798794.66235943715120278
eth,2023-09-03T00:00:00.000000000Z,196620775196.84942783712980975
eth,2023-09-04T00:00:00.000000000Z,195642848013.539311300486956
eth,2023-09-05T00:00:00.000000000Z,196282142737.350899108813675
eth,2023-09-06T00:00:00.000000000Z,196243689196.948360629787128
eth,2023-09-07T00:00:00.000000000Z,197889484437.48110863618944807
eth,2023-09-08T00:00:00.000000000Z,196724082426.01923419244085434
eth,2023-09-09T00:00:00.000000000Z,196519048834.7210833860646203
eth,2023-09-10T00:00:00.000000000Z,194445077220.15823518613912878
eth,2023-09-11T00:00:00.000000000Z,186264903624.80594748974364286
eth,2023-09-12T00:00:00.000000000Z,191634667308.3861558397173036
eth,2023-09-13T00:00:00.000000000Z,193282784730.1215224102071728
eth,2023-09-14T00:00:00.000000000Z,195664589759.21251410276209642
eth,2023-09-15T00:00:00.000000000Z,197636648345.33795407975105025
eth,2023-09-16T00:00:00.000000000Z,196530712474.3130041479635172
eth,2023-09-17T00:00:00.000000000Z,194831590954.76220141164240304
eth,2023-09-18T00:00:00.000000000Z,196885212353.63654955583720251
eth,2023-09-19T00:00:00.000000000Z,197588243213.24801387068950579
eth,2023-09-20T00:00:00.000000000Z,195087312529.35979213647481284
eth,2023-09-21T00:00:00.000000000Z,190522492983.44608156818650918
eth,2023-09-22T00:00:00.000000000Z,191598085284.98541014691551008
eth,2023-09-23T00:00:00.000000000Z,191515391237.08985352030019332
eth,2023-09-24T00:00:00.000000000Z,190110835149.956926980617682
eth,2023-09-25T00:00:00.000000000Z,190871379228.8897890023787494
eth,2023-09-26T00:00:00.000000000Z,191412540768.78744010249780998
eth,2023-09-27T00:00:00.000000000Z,191947614328.6216160460343485
eth,2023-09-28T00:00:00.000000000Z,198733841734.5401594876415096
eth,2023-09-29T00:00:00.000000000Z,200498731861.98830722805023213
eth,2023-09-30T00:00:00.000000000Z,200930672588.47456658387186225
eth,2023-10-01T00:00:00.000000000Z,208196727272.647829643692172
eth,2023-10-02T00:00:00.000000000Z,199980015285.86397547050960162
eth,2023-10-03T00:00:00.000000000Z,199226162134.88717596892039925
eth,2023-10-04T00:00:00.000000000Z,198273403610.58437007863393271
eth,2023-10-05T00:00:00.000000000Z,193951448977.64968140696616937
eth,2023-10-06T00:00:00.000000000Z,197887215086.51009587032025245
eth,2023-10-07T00:00:00.000000000Z,196617200962.46275297890902535
eth,2023-10-08T00:00:00.000000000Z,196360271118.12456142863372708
eth,2023-10-09T00:00:00.000000000Z,189937520756.62369760769310996
eth,2023-10-10T00:00:00.000000000Z,188590185041.9278626419020125
eth,2023-10-11T00:00:00.000000000Z,188229678775.99467717602251642
eth,2023-10-12T00:00:00.000000000Z,184959840850.6537361378308434
eth,2023-10-13T00:00:00.000000000Z,186424400669.86621340650246033
eth,2023-10-14T00:00:00.000000000Z,187076062831.47834192808765921
eth,2023-10-15T00:00:00.000000000Z,187154505875.57021916481671387
eth,2023-10-16T00:00:00.000000000Z,192532539510.54055737646518621
eth,2023-10-17T00:00:00.000000000Z,188241928074.67722220286263822
eth,2023-10-18T00:00:00.000000000Z,188017036076.20525427997166134
eth,2023-10-19T00:00:00.000000000Z,188382228106.08544740080593664
eth,2023-10-20T00:00:00.000000000Z,193092067738.50688033046919315
eth,2023-10-21T00:00:00.000000000Z,195881958466.72445591157639272
eth,2023-10-22T00:00:00.000000000Z,200005686456.2696054299082885
eth,2023-10-23T00:00:00.000000000Z,212038377667.30329627677278674
eth,2023-10-24T00:00:00.000000000Z,214632632796.049161665487639
eth,2023-10-25T00:00:00.000000000Z,214828864107.11744047436315982
eth,2023-10-26T00:00:00.000000000Z,217027499336.54573280162890161
eth,2023-10-27T00:00:00.000000000Z,214164643632.71822160047921376
eth,2023-10-28T00:00:00.000000000Z,213620559747.57107671940256528
eth,2023-10-29T00:00:00.000000000Z,216207966966.62807206050773104
eth,2023-10-30T00:00:00.000000000Z,217612477072.85699773284269816
eth,2023-10-31T00:00:00.000000000Z,218114032484.21673769589740176
eth,2023-11-01T00:00:00.000000000Z,222027275405.76282692058713628
eth,2023-11-02T00:00:00.000000000Z,216391070925.5903652750267552
eth,2023-11-03T00:00:00.000000000Z,220406219446.3169825052038017
eth,2023-11-04T00:00:00.000000000Z,223642462356.14774982475667697
eth,2023-11-05T00:00:00.000000000Z,228094907098.5377094025273635
eth,2023-11-06T00:00:00.000000000Z,228374429493.44231459300815264
eth,2023-11-07T00:00:00.000000000Z,226850590273.92024179879514317
eth,2023-11-08T00:00:00.000000000Z,227626509906.7077916986598583
eth,2023-11-09T00:00:00.000000000Z,254463307871.49217336393761876
eth,2023-11-10T00:00:00.000000000Z,250243645420.1472741794863595
eth,2023-11-11T00:00:00.000000000Z,246098347073.84219910339545964
eth,2023-11-12T00:00:00.000000000Z,245928881822.5661726656473358
eth,2023-11-13T00:00:00.000000000Z,248042513646.97015086067085982
eth,2023-11-14T00:00:00.000000000Z,238409318387.72972603177513715
eth,2023-11-15T00:00:00.000000000Z,247283034167.92497712807538688
eth,2023-11-16T00:00:00.000000000Z,235658410044.7070022659335762
eth,2023-11-17T00:00:00.000000000Z,235561163786.061516548840915
eth,2023-11-18T00:00:00.000000000Z,235984545175.9058549781785197
eth,2023-11-19T00:00:00.000000000Z,241681699406.02961786461558299
