asset,time,CapMrktEstUSD
sol,2020-07-23T00:00:00.000000000Z,23622978.782469584292813522428
sol,2020-07-24T00:00:00.000000000Z,22252993.866167122004591420777
sol,2020-07-25T00:00:00.000000000Z,28581445.273885138837532456984
sol,2020-07-26T00:00:00.000000000Z,35764510.871412749216009131103
sol,2020-07-27T00:00:00.000000000Z,39490788.041444671061854598886
sol,2020-07-28T00:00:00.000000000Z,41684128.56199417472427383199
sol,2020-07-29T00:00:00.000000000Z,38376669.235027840272322195742
sol,2020-07-30T00:00:00.000000000Z,41086010.652363571783387063696
sol,2020-07-31T00:00:00.000000000Z,37541047.133242217695284945064
sol,2020-08-01T00:00:00.000000000Z,37552023.61712239404756625902
sol,2020-08-02T00:00:00.000000000Z,42258703.16483462689937360049
sol,2020-08-03T00:00:00.000000000Z,43976285.465306140365144285653
sol,2020-08-04T00:00:00.000000000Z,46569310.302900892362610351324
sol,2020-08-05T00:00:00.000000000Z,43259863.955935808948285457404
sol,2020-08-06T00:00:00.000000000Z,53978768.859636242218254185395
sol,2020-08-07T00:00:00.000000000Z,53510990.331738191088092290024
sol,2020-08-08T00:00:00.000000000Z,65447429.753798763445284688156
sol,2020-08-09T00:00:00.000000000Z,70853044.89512261202391750338
sol,2020-08-10T00:00:00.000000000Z,83048729.667931103104559699016
sol,2020-08-11T00:00:00.000000000Z,90715773.73112778575507419033
sol,2020-08-12T00:00:00.000000000Z,105560074.302282869471092111452
sol,2020-08-13T00:00:00.000000000Z,105960201.237263505695986466953
sol,2020-08-14T00:00:00.000000000Z,99445983.621854243810624797752
sol,2020-08-15T00:00:00.000000000Z,95481724.970428745308817558529
sol,2020-08-16T00:00:00.000000000Z,100748668.3885873542539884933
sol,2020-08-17T00:00:00.000000000Z,93266048.064763488487469992516
sol,2020-08-18T00:00:00.000000000Z,102199602.3029266177817141175
sol,2020-08-19T00:00:00.000000000Z,90066072.77511820747683352699
sol,2020-08-20T00:00:00.000000000Z,101014230.95776660442316311881
sol,2020-08-21T00:00:00.000000000Z,92852936.877694921635414880226
sol,2020-08-22T00:00:00.000000000Z,95295269.694960963172336889628
sol,2020-08-23T00:00:00.000000000Z,103983281.813315568448900508184
sol,2020-08-24T00:00:00.000000000Z,104260812.969663020983262047384
sol,2020-08-25T00:00:00.000000000Z,102707625.154697017776003963688
sol,2020-08-26T00:00:00.000000000Z,112646120.14584551159738857964
sol,2020-08-27T00:00:00.000000000Z,109318046.64111201361706945336
sol,2020-08-28T00:00:00.000000000Z,128951872.229628286061763724793
sol,2020-08-29T00:00:00.000000000Z,129713757.759726127560982465
sol,2020-08-30T00:00:00.000000000Z,143972133.952551364941312485408
sol,2020-08-31T00:00:00.000000000Z,155636948.371237248322366195412
sol,2020-09-01T00:00:00.000000000Z,142640639.596781728790330273508
sol,2020-09-02T00:00:00.000000000Z,135153105.577956414442289112768
sol,2020-09-03T00:00:00.000000000Z,117258130.806564629394957178647
sol,2020-09-04T00:00:00.000000000Z,118139183.927534373528297290435
sol,2020-09-05T00:00:00.000000000Z,86735270.572745344363532240822
sol,2020-09-06T00:00:00.000000000Z,103555762.860532623178290689358
sol,2020-09-07T00:00:00.000000000Z,97685400.741922551691876445225
sol,2020-09-08T00:00:00.000000000Z,84542482.327252063598003491056
sol,2020-09-09T00:00:00.000000000Z,120203538.869184596231979035779
sol,2020-09-10T00:00:00.000000000Z,118237811.85985724901743335398
sol,2020-09-11T00:00:00.000000000Z,119911240.140280493174608783632
sol,2020-09-12T00:00:00.000000000Z,117125372.837396596252462887429
sol,2020-09-13T00:00:00.000000000Z,112971783.132625093264293618376
sol,2020-09-14T00:00:00.000000000Z,115051965.965229687860023140024
sol,2020-09-15T00:00:00.000000000Z,106770575.864496919846197275452
sol,2020-09-16T00:00:00.000000000Z,93079396.589054092896380534439
sol,2020-09-17T00:00:00.000000000Z,106826909.097983308129088975376
sol,2020-09-18T00:00:00.000000000Z,114702550.422010027176380176384
sol,2020-09-19T00:00:00.000000000Z,112846734.848444706105480687125
sol,2020-09-20T00:00:00.000000000Z,106912427.995719399159761006462
sol,2020-09-21T00:00:00.000000000Z,104281863.21674412501425695521
sol,2020-09-22T00:00:00.000000000Z,110131001.493379764091263275098
sol,2020-09-23T00:00:00.000000000Z,107503326.610647086390332421042
sol,2020-09-24T00:00:00.000000000Z,119016591.695104587929703570878
sol,2020-09-25T00:00:00.000000000Z,121215629.63933226568598351616
sol,2020-09-26T00:00:00.000000000Z,120196233.238509824129392566348
sol,2020-09-27T00:00:00.000000000Z,122360444.38538609592473057406
sol,2020-09-28T00:00:00.000000000Z,115223612.021625262743594070352
sol,2020-09-29T00:00:00.000000000Z,116636091.24133957174448405381
sol,2020-09-30T00:00:00.000000000Z,115928307.550941250768781352806
sol,2020-10-01T00:00:00.000000000Z,115570032.47044958911487360197
sol,2020-10-02T00:00:00.000000000Z,106597777.02544509318876801964
sol,2020-10-03T00:00:00.000000000Z,104840718.518904572998176260082
sol,2020-10-04T00:00:00.000000000Z,103070250.579570448478100913175
sol,2020-10-05T00:00:00.000000000Z,109921542.0490520550216625437
sol,2020-10-06T00:00:00.000000000Z,89865250.800853822092234264257
sol,2020-10-07T00:00:00.000000000Z,95522903.397653275767182963564
sol,2020-10-08T00:00:00.000000000Z,99696691.39060512810552176112
sol,2020-10-09T00:00:00.000000000Z,107942249.059669210466458431874
sol,2020-10-10T00:00:00.000000000Z,102359265.430007743685194826811
sol,2020-10-11T00:00:00.000000000Z,102638376.056552874739848382141
sol,2020-10-12T00:00:00.000000000Z,109519245.883825636682407041864
sol,2020-10-13T00:00:00.000000000Z,102142198.497527211433652722354
sol,2020-10-14T00:00:00.000000000Z,100373205.99601963889362100334
sol,2020-10-15T00:00:00.000000000Z,98677228.391132894769305074206
sol,2020-10-16T00:00:00.000000000Z,93655058.764802313337055498364
sol,2020-10-17T00:00:00.000000000Z,95623625.589758514610901311575
sol,2020-10-18T00:00:00.000000000Z,96222988.170024065277239966304
sol,2020-10-19T00:00:00.000000000Z,89522183.216286727490821382748
sol,2020-10-20T00:00:00.000000000Z,82272912.35424096805206315914
sol,2020-10-21T00:00:00.000000000Z,82608280.442356840528526356278
sol,2020-10-22T00:00:00.000000000Z,85760909.673931067465645340172
sol,2020-10-23T00:00:00.000000000Z,86775702.244828239427604151108
sol,2020-10-24T00:00:00.000000000Z,85285940.073068716432257329013
sol,2020-10-25T00:00:00.000000000Z,79837987.49242217057116202452
sol,2020-10-26T00:00:00.000000000Z,75546956.89565948568240595671
