open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
1609459200000,28923.63,29600.0,28624.57,29331.69,54182.925011,1609545599999,1582526989.1618726,1314910,27455.801725,802247744.5451041,0
1609545600000,29331.7,33300.0,28946.53,32178.33,129993.873362,1609631999999,4073842163.6715407,2245922,67446.305246,2110334723.8871455,0
1609632000000,32176.45,34778.11,31962.99,33000.05,120957.56675,1609718399999,4057598425.492016,2369698,59750.332871,2004428433.9318464,0
1609718400000,33000.05,33600.0,28130.0,31988.71,140899.88569,1609804799999,4429010349.695345,2642408,69088.46923,2173435409.016988,0
1609804800000,31989.75,34360.0,29900.0,33949.53,116049.997038,1609891199999,3743617144.6469154,2526851,59691.754755,1927195093.6415496,0
1609891200000,33949.53,36939.21,33288.0,36769.36,127139.20131,1609977599999,4431954248.519614,2591783,63052.914652,2199632470.221549,0
1609977600000,36769.36,40365.0,36300.0,39432.28,132825.700437,1610063999999,5062569943.383372,2814686,65055.107136,2482583239.856497,0
1610064000000,39432.48,41950.0,36500.0,40582.81,139789.957499,1610150399999,5568443208.731365,2925632,67300.155216,2684975445.9789047,0
1610150400000,40586.96,41380.0,38720.0,40088.22,75785.979675,1610236799999,3054779029.161777,1998156,37007.321909,1491990705.551699,0
1610236800000,40088.22,41350.0,35111.11,38150.02,118209.544503,1610323199999,4604034729.507071,2628050,55451.344673,2160976896.8280277,0
1610323200000,38150.02,38264.74,30420.0,35404.47,249131.539943,1610409599999,8426879770.740009,4431451,122133.40619,4133116282.9453015,0
1610409600000,35410.37,36628.0,32531.0,34051.24,133948.151996,1610495999999,4651302423.484116,2674145,65098.310196,2261732478.830052,0
1610496000000,34049.15,37850.0,32380.0,37371.38,124477.914938,1610582399999,4322876606.419625,2514289,63981.038306,2222872691.371912,0
1610582400000,37371.38,40100.0,36701.23,39144.5,102950.389421,1610668799999,3974826638.1450887,2297466,51264.467092,1979442593.0499997,0
1610668800000,39145.21,39747.76,34408.0,36742.22,118300.920916,1610755199999,4371588898.681637,2560801,57738.03422,2133723812.7598624,0
1610755200000,36737.43,37950.0,35357.8,35994.98,86348.431508,1610841599999,3178840336.1492844,2066363,42420.423736,1563160122.0113344,0
1610841600000,35994.98,36852.5,33850.0,35828.61,80157.727384,1610927999999,2843103040.240664,1860642,39513.638561,1402648632.8512247,0
1610928000000,35824.99,37469.83,34800.0,36631.27,70698.11875,1611014399999,2554843260.524399,1707766,35621.506048,1289347187.1665287,0
1611014400000,36622.46,37850.0,35844.06,35891.49,79611.307769,1611100799999,2935348499.344214,1939371,38704.68162,1428235709.8519692,0
1611100800000,35901.94,36415.31,33400.0,35468.23,89368.422918,1611187199999,3126721093.520776,2234539,42546.634077,1489289968.43647,0
1611187200000,35468.23,35600.0,30071.0,30850.13,131803.182926,1611273599999,4281220573.9354296,2820752,61805.961523,2009389821.21276,0
1611273600000,30851.99,33826.53,28850.0,32945.17,142971.684049,1611359999999,4483295872.022273,2707810,70150.188455,2201161570.4986706,0
1611360000000,32950.0,33456.0,31390.16,32078.0,64595.287675,1611446399999,2089098295.758437,1700056,32680.776128,1057114174.5522273,0
1611446400000,32078.0,33071.0,30900.0,32259.9,57978.037966,1611532799999,1864609665.3657017,1528287,27826.119197,895721122.0169544,0
1611532800000,32259.45,34875.0,31910.0,32254.2,88499.226921,1611619199999,2958759288.5635686,2106548,44489.524132,1488432034.4924214,0
1611619200000,32254.19,32921.88,30837.37,32467.77,84972.20691,1611705599999,2708545364.494641,2010392,42402.312917,1352678098.8663208,0
1611705600000,32464.01,32557.29,29241.72,30366.15,95911.961711,1611791999999,2958081421.641559,2065953,46664.381638,1440079785.1205118,0
1611792000000,30362.19,33783.98,29842.1,33364.86,92621.145617,1611878399999,2953553214.0656815,2060660,46067.782326,1468956156.4850712,0
1611878400000,33368.18,38531.9,31915.4,34252.2,231827.005626,1611964799999,8195593336.228466,4403349,116537.247847,4121941033.637325,0
1611964800000,34246.28,34933.0,32825.0,34262.88,84889.68134,1612051199999,2884500062.9380784,2201040,42418.467099,1441981400.6536381,0
1612051200000,34262.89,34342.69,32171.67,33092.98,68742.280384,1612137599999,2289641045.7580123,1707064,32480.447358,1082502551.5205712,0
1612137600000,33092.97,34717.27,32296.16,33526.37,82718.276882,1612223999999,2791776658.0056057,1810492,41855.841486,1413158966.728098,0
1612224000000,33517.09,35984.33,33418.0,35466.24,78056.65988,1612310399999,2716321896.3176084,1789672,39216.563106,1364790964.6368997,0
1612310400000,35472.71,37662.63,35362.38,37618.87,80784.333663,1612396799999,2951232788.1843047,1881740,39863.07506,1456248046.1419172,0
1612396800000,37620.26,38708.27,36161.95,36936.66,92080.735898,1612483199999,3452669022.153292,2211866,45516.21369,1707710013.8895383,0
1612483200000,36936.65,38310.12,36570.0,38290.24,66681.334275,1612569599999,2509278291.7515864,1853253,32756.385031,1232713879.8381383,0
1612569600000,38289.32,40955.51,38215.94,39186.94,98757.311183,1612655999999,3922095148.92815,2291646,52015.513362,2065180747.347224,0
1612656000000,39181.01,39700.0,37351.0,38795.69,84363.679763,1612742399999,3256521384.2406106,1976357,40764.388959,1574482907.5639021,0
1612742400000,38795.69,46794.45,37988.89,46374.87,138597.536914,1612828799999,5881536976.635699,3230961,72345.891568,3069313839.441136,0
1612828800000,46374.86,48142.19,44961.09,46420.42,115499.861712,1612915199999,5386255398.017187,3119034,57429.564347,2679451036.4918036,0
1612915200000,46420.42,47310.0,43727.0,44807.58,97154.1822,1613001599999,4431650130.251104,2891592,47971.985731,2190231238.817587,0
1613001600000,44807.58,48678.9,43994.02,47969.51,89561.081454,1613087999999,4185630934.4108953,2570949,46138.33674,2158335922.6923237,0
1613088000000,47968.66,48985.8,46125.0,47287.6,85870.035697,1613174399999,4080571908.9676614,2418841,41841.039135,1990472918.9285848,0
1613174400000,47298.15,48150.0,46202.53,47153.69,63768.097399,1613260799999,3007710147.41816,2058823,30996.309859,1462495399.9928117,0
1613260800000,47156.78,49707.43,47014.17,48577.79,73735.475533,1613347199999,3584808348.834733,2090070,38752.156681,1884009921.0628607,0
1613347200000,48580.47,49010.92,45570.79,47911.1,79398.156784,1613433599999,3782219060.6647215,2313155,38176.364661,1819251655.7814271,0
1613433600000,47911.1,50689.18,47003.62,49133.45,88813.266298,1613519999999,4349983777.692368,2199849,45608.603838,2236524604.988356,0
1613520000000,49133.45,52618.74,48947.0,52119.71,85743.637818,1613606399999,4365831514.815297,2514374,45055.446241,2294099235.2800226,0
1613606400000,52117.67,52530.0,50901.9,51552.6,60758.046954,1613692799999,3149973077.4874654,1891592,28893.358623,1498231635.8439088,0
1613692800000,51552.61,56368.0,50710.2,55906.0,79659.77802,1613779199999,4251167827.6842465,2339215,40556.020246,2164871310.2239413,0
1613779200000,55906.0,57700.46,53863.93,55841.19,80948.205314,1613865599999,4551890859.8512745,2642846,38636.066274,2172833878.4409647,0
1613865600000,55841.19,58352.8,55477.59,57408.57,58166.708511,1613951999999,3317998263.347889,1950533,29506.089085,1683107088.1573696,0
1613952000000,57412.35,57508.47,47622.0,54087.67,134019.434944,1614038399999,7213386720.436797,3313083,63677.661979,3427217154.5209727,0
1614038400000,54087.67,54183.59,44892.56,48891.0,169375.025051,1614124799999,8215839131.243385,3825196,82464.142992,4002195292.097356,0
1614124800000,48891.0,51374.99,46988.69,49676.2,91881.209252,1614211199999,4574033001.379536,2194532,45750.714831,2278566606.1383467,0
1614211200000,49676.21,52041.73,46674.34,47073.73,83310.673121,1614297599999,4152188728.1416154,2305679,40610.664759,2026068517.6463616,0
1614297600000,47073.73,48424.11,44106.78,46276.87,109423.200663,1614383999999,5086374532.734615,2371766,53626.904622,2494190193.2522826,0
1614384000000,46276.88,48394.0,45000.0,46106.43,66060.834292,1614470399999,3105897438.550972,1757720,31987.019647,1505012110.949598,0
1614470400000,46103.67,46638.46,43000.0,45135.66,83055.369042,1614556799999,3708359965.454581,1838345,40688.17185,1817797446.6023808,0
1614556800000,45134.11,49790.0,44950.53,49587.03,85086.111648,1614643199999,4057515794.865728,2147223,42616.994361,2032566685.6143072,0
1614643200000,49595.76,50200.0,47047.6,48440.65,64221.06214,1614729599999,3120472069.909453,1855583,31377.038077,1525145370.1435204,0
1614729600000,48436.61,52640.0,48100.71,50349.37,81035.913705,1614815999999,4109521257.5407,2242131,40955.368399,2077586898.6782105,0
1614816000000,50349.37,51773.88,47500.0,48374.09,82649.716829,1614902399999,4079837240.8567615,2291936,40269.977888,1987955554.8048143,0
