calc_time,funding_interval_hours,funding_rate
1640246400000,8,0.0001
1640275200000,8,3.383e-05
1640304000005,8,0.0001
1640332800000,8,0.0001
1640361600011,8,0.0001
1640390400000,8,0.0001
1640419200001,8,0.0001
1640448000005,8,0.0001
1640476800004,8,0.0001
1640505600002,8,0.0001
1640534400000,8,0.0001
1640563200002,8,0.0001
1640592000005,8,0.0001
1640620800000,8,0.0001
1640649600000,8,0.0001
1640678400012,8,2.254e-05
1640707200000,8,4.226e-05
1640736000006,8,8.064e-05
1640764800003,8,0.0001
1640793600004,8,6.859e-05
1640822400003,8,9.232e-05
1640851200001,8,-7.64e-06
1640880000017,8,0.0001
1640908800006,8,6.849e-05
1640937600009,8,9.72e-06
1640966400000,8,0.0001
1640995200006,8,0.0001
1641024000009,8,0.0001
1641052800000,8,0.0001
1641081600028,8,3.876e-05
1641110400000,8,2.263e-05
1641139200000,8,6.714e-05
1641168000010,8,6.973e-05
1641196800013,8,5.084e-05
1641225600018,8,7.394e-05
1641254400000,8,0.0001
1641283200010,8,0.0001
1641312000002,8,0.0001
1641340800001,8,0.0001
1641369600017,8,0.0001
1641398400000,8,0.0001
1641427200002,8,5.376e-05
1641456000021,8,0.0001
1641484800006,8,4.332e-05
1641513600005,8,1.935e-05
1641542400000,8,0.0001
1641571200001,8,0.0001
1641600000014,8,0.0001
1641628800013,8,0.0001
1641657600000,8,0.0001
1641686400003,8,0.0001
1641715200000,8,-7.234e-05
1641744000000,8,5.47e-05
1641772800000,8,-0.00014593
1641801600010,8,-6.361e-05
1641830400007,8,1.599e-05
1641859200013,8,0.0001
1641888000004,8,6.198e-05
1641916800000,8,2.718e-05
1641945600012,8,-6.878e-05
1641974400015,8,8.036e-05
1642003200000,8,-0.00019812
1642032000007,8,-2.315e-05
1642060800000,8,0.0001
1642089600014,8,-1.444e-05
1642118400000,8,0.0001
1642147200006,8,0.0001
1642176000014,8,-1.294e-05
1642204800000,8,9.632e-05
1642233600002,8,0.0001
1642262400000,8,0.0001
1642291200000,8,2.224e-05
1642320000017,8,9.785e-05
1642348800011,8,8.585e-05
1642377600005,8,2.683e-05
1642406400006,8,4.25e-05
1642435200012,8,-5.944e-05
1642464000020,8,7.549e-05
1642492800000,8,3.626e-05
1642521600013,8,0.0001
1642550400001,8,0.0001
1642579200000,8,-1.72e-05
1642608000000,8,0.0001
1642636800015,8,0.0001
1642665600000,8,0.0001
1642694400000,8,0.0001
1642723200007,8,-8.05e-06
1642752000015,8,-5.915e-05
1642780800000,8,8.447e-05
1642809600017,8,7.145e-05
1642838400003,8,0.0001
1642867200021,8,9.327e-05
1642896000026,8,0.0001
1642924800010,8,-5.208e-05
1642953600009,8,-0.0001332
1642982400010,8,0.0001
1643011200000,8,-0.00011775
1643040000021,8,0.0001
1643068800000,8,1.695e-05
1643097600000,8,5.831e-05
1643126400012,8,-7.88e-05
1643155200000,8,-4.048e-05
1643184000001,8,-7.941e-05
1643212800005,8,-0.00020069
1643241600004,8,-8.756e-05
1643270400004,8,2.801e-05
1643299200019,8,-0.00014218
1643328000000,8,-8.132e-05
1643356800000,8,-2.97e-06
1643385600025,8,-8.379e-05
1643414400017,8,-8.5e-06
1643443200000,8,0.0001
1643472000013,8,-9.97e-06
1643500800025,8,2.848e-05
1643529600009,8,-6.536e-05
1643558400000,8,2.989e-05
1643587200000,8,5.139e-05
1643616000000,8,-0.00010687
1643644800000,8,-1.151e-05
1643673600010,8,0.0001
1643702400000,8,-0.00010276
1643731200004,8,-0.00020797
1643760000004,8,-6.256e-05
1643788800000,8,-1.7e-07
1643817600002,8,4.07e-06
1643846400002,8,-0.00038034
1643875200000,8,-5.85e-05
1643904000000,8,-7.881e-05
1643932800018,8,0.0001
1643961600005,8,8.786e-05
1643990400010,8,0.0001
1644019200014,8,0.0001
1644048000000,8,7.456e-05
1644076800000,8,4.351e-05
1644105600000,8,0.0001
1644134400000,8,0.0001
1644163200000,8,0.0001
1644192000003,8,-7.25e-06
1644220800014,8,8.15e-05
1644249600003,8,1.491e-05
1644278400001,8,0.0001
1644307200003,8,1.62e-05
1644336000002,8,7.718e-05
1644364800000,8,0.0001
1644393600005,8,-1.62e-06
1644422400001,8,7.116e-05
1644451200012,8,-2.777e-05
1644480000000,8,-3.259e-05
1644508800006,8,1.908e-05
1644537600000,8,-0.00011327
1644566400009,8,0.0001
1644595200015,8,-4.783e-05
1644624000020,8,0.0001
1644652800001,8,0.0001
1644681600007,8,0.0001
1644710400022,8,1.665e-05
1644739200001,8,6.235e-05
1644768000007,8,-2.875e-05
1644796800005,8,9.155e-05
1644825600013,8,6.358e-05
1644854400019,8,0.0001
1644883200012,8,7.379e-05
1644912000005,8,4.572e-05
1644940800011,8,-5.099e-05
1644969600009,8,0.0001
1644998400001,8,0.0001
1645027200014,8,0.0001
1645056000018,8,0.0001
1645084800000,8,1.611e-05
1645113600010,8,4.771e-05
1645142400000,8,-3.865e-05
1645171200002,8,-9.187e-05
1645200000000,8,3.508e-05
1645228800007,8,0.0001
1645257600000,8,7.039e-05
1645286400023,8,4.883e-05
1645315200001,8,-3.349e-05
1645344000003,8,5.414e-05
1645372800001,8,3.264e-05
1645401600000,8,7.012e-05
1645430400001,8,-0.00014003
1645459200005,8,7.007e-05
1645488000005,8,8.65e-06
1645516800000,8,-3.63e-05
1645545600000,8,5.962e-05
1645574400002,8,9.188e-05
1645603200005,8,-3.926e-05
1645632000010,8,-3.644e-05
1645660800008,8,-1.113e-05
1645689600003,8,-3.56e-05
1645718400001,8,-6.14e-05
1645747200000,8,0.0001
1645776000006,8,0.0001
1645804800001,8,0.0001
1645833600004,8,0.0001
1645862400004,8,0.0001
1645891200007,8,0.0001
1645920000012,8,0.0001
1645948800000,8,5.07e-06
1645977600000,8,0.0001
1646006400000,8,-0.00015064
1646035200001,8,-9.02e-05
1646064000002,8,5.573e-05
1646092800002,8,0.0001
1646121600001,8,0.0001
1646150400000,8,0.0001
1646179200000,8,0.0001
1646208000000,8,0.0001
1646236800002,8,0.0001
1646265600000,8,0.0001
1646294400000,8,0.0001
1646323200005,8,0.0001
1646352000018,8,0.0001
1646380800000,8,0.0001
1646409600000,8,0.0001
1646438400006,8,5.192e-05
1646467200004,8,1.52e-05
1646496000000,8,3.064e-05
1646524800004,8,-8.875e-05
1646553600000,8,5.669e-05
1646582400013,8,7.5e-05
1646611200008,8,3.909e-05
1646640000006,8,-1e-05
1646668800000,8,8.669e-05
1646697600008,8,-0.00010024
1646726400002,8,0.0001
1646755200000,8,0.0001
1646784000008,8,6.224e-05
1646812800000,8,0.0001
1646841600004,8,0.0001
1646870400000,8,0.0001
1646899200017,8,5.56e-05
1646928000000,8,-3.951e-05
1646956800008,8,2.542e-05
1646985600000,8,-5.91e-05
1647014400001,8,8.211e-05
1647043200010,8,0.0001
1647072000001,8,5.025e-05
1647100800002,8,6.255e-05
1647129600008,8,2.116e-05
1647158400000,8,0.0001
1647187200002,8,-2.698e-05
1647216000014,8,-0.00010352
1647244800005,8,0.0001
1647273600002,8,0.0001
1647302400008,8,0.0001
1647331200000,8,-3.21e-06
1647360000006,8,-4.856e-05
1647388800013,8,0.0001
1647417600000,8,9.131e-05
1647446400008,8,5.316e-05
1647475200004,8,0.0001
