date,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_trades,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_trades,sol_open,sol_high,sol_low,sol_close,sol_volume,sol_trades,btc_funding_rate,eth_funding_rate,sol_funding_rate,btc_market_cap,eth_market_cap,sol_market_cap,fear_greed,btc_dominance,eth_dominance,USD_total_market_cap,USD_total_volume24h,USD_altcoin_market_cap,USD_altcoin_volume24h
2022-02-04,37311.98,41772.33,37026.73,41574.25,64703.95874,1380724.0,2695.21,2995.0,2671.4,2994.99,664002.9328,1235215.0,101.83,112.81,100.28,112.62,4186388.28,668682.0,9.636666666666669e-06,9.595333333333334e-05,-8.791666666666666e-05,778390000000.0,354710230881.4213,35014298646.1361,20.0,41.0077,18.6556,1720302767061.88,63370347878.9,1014846109644.36,44636884267.7
2022-02-05,41571.7,41913.69,40843.01,41382.59,32532.34372,1006352.0,2994.99,3060.47,2958.01,3012.65,356803.3071,730502.0,112.63,118.6,110.22,113.75,2649019.14,507784.0,9.152333333333336e-05,7.269e-05,8.426333333333334e-05,786546000000.0,360446172476.032,35984692980.02121,33.0,41.812,18.9678,1879304102089.98,86190568078.42,1093529166572.73,56826209845.45
2022-02-06,41382.6,42656.0,41116.56,42380.87,22405.16704,788291.0,3012.64,3074.56,2950.21,3054.99,249394.5966,522276.0,113.74,116.06,111.09,115.28,1561795.12,299806.0,0.0001,0.0001,7.731666666666667e-05,802678000000.0,364280977182.0347,36246775198.62348,37.0,41.4431,19.0179,1895043129794.91,74498766531.97,1109678020441.85,55076997906.03
2022-02-07,42380.87,44500.5,41645.85,43839.99,51060.62006,1473274.0,3055.0,3186.0,2991.8,3139.77,455070.2529,898923.0,115.26,121.93,112.69,117.55,2730695.8,547477.0,-9.586666666666667e-06,2.9720000000000003e-05,1.8536666666666668e-05,831728000000.0,375792526382.54767,37197610193.64159,45.0,41.5127,18.8666,1934046813498.54,61398325062.44,1131171071768.02,45231946078.95
2022-02-08,43839.99,45492.0,42666.0,44042.99,64880.29387,1653350.0,3139.77,3232.87,3025.21,3116.69,514773.5837,910882.0,117.57,120.36,109.66,113.45,2811497.5,525305.0,0.0001,6.446e-05,-0.0001360333333333,837042000000.0,373596019393.1015,36127904651.063736,48.0,41.3888,18.7083,2010523948074.08,94424406162.44,1178392521785.32,65878649086.61
2022-02-09,44043.0,44799.0,43117.92,44372.72,34428.16729,1066395.0,3116.69,3269.7,3055.0,3243.94,370267.8913,738015.0,113.44,117.08,109.4,113.93,2114411.38,366554.0,6.387333333333332e-05,5.651333333333333e-05,-4.946666666666671e-06,841588000000.0,387391694808.8667,36249413115.94902,54.0,41.7715,18.6393,1999216084043.86,104663584806.77,1164113810986.34,71653685739.34
2022-02-10,44372.71,45821.0,43174.01,43495.44,62357.29091,1541483.0,3243.6,3283.66,3056.74,3072.49,578212.8383,1039160.0,113.96,115.38,105.68,106.17,2781581.77,502177.0,6.067000000000001e-05,-1.376e-05,-8.672999999999999e-05,826640000000.0,368175105896.7726,33870575660.893967,50.0,41.3526,19.0643,2031874561528.74,78701880577.94,1191641216827.29,55499060250.6
2022-02-11,43495.44,43920.0,41938.51,42373.73,44975.1687,1169354.0,3072.36,3138.62,2879.0,2927.54,462025.8751,912879.0,106.18,108.14,95.14,96.53,2537227.68,450793.0,-2.9953333333333337e-05,-2.0366666666666663e-05,-5.992e-05,802855000000.0,349512329110.4085,30596103793.44284,50.0,41.8997,18.653,1968237227424.53,108684639366.41,1143551312326.32,76597866772.09
2022-02-12,42373.73,43079.49,41688.88,42217.87,26556.85681,830322.0,2927.54,2985.98,2858.3,2918.88,336250.3131,608416.0,96.53,99.79,92.8,95.96,1803930.67,316001.0,0.0001,0.0001,-3.983333333333334e-05,799407000000.0,347969047007.86426,30404872409.54228,44.0,42.4322,18.4639,1893201871382.25,93809558679.81,1089875251172.2,66986182926.57
2022-02-13,42217.87,42760.0,41870.0,42053.66,17732.08113,624898.0,2918.58,2954.4,2836.7,2871.13,242751.3547,444540.0,95.98,97.36,91.35,92.85,1216083.38,209303.0,7.599333333333332e-05,1.6749999999999997e-05,-0.0002162666666666,799876000000.0,344404747012.32733,29596291513.247936,44.0,42.2879,18.4157,1891821619436.48,70167467408.02,1091809785103.99,52071095147.47
2022-02-14,42053.65,42842.4,41550.56,42535.94,34010.1306,867622.0,2871.14,2964.97,2829.01,2929.75,381778.238,607853.0,92.85,97.99,90.72,96.37,1792721.3,307476.0,6.343e-05,8.504333333333334e-05,-3.51e-05,808459000000.0,351091999111.234,30651951526.17087,46.0,42.5012,18.3134,1878359557297.44,59350320353.98,1080034060253.26,44622267704.74
2022-02-15,42535.94,44751.4,42427.03,44544.86,38095.19576,990694.0,2929.75,3196.19,2912.06,3183.52,448971.754,795924.0,96.39,105.77,96.38,105.52,2362223.45,372791.0,2.567333333333333e-05,2.284e-05,-2.5263333333333336e-05,843872000000.0,379707277017.2597,33304982236.553368,46.0,42.496,18.4624,1899897565889.97,68851421413.85,1092517364702.49,48084046436.52
2022-02-16,44544.85,44549.97,43307.0,43873.56,28471.8727,823745.0,3183.53,3186.77,3044.03,3122.3,319997.6244,633447.0,105.52,105.6,98.27,101.86,2123159.11,326351.0,0.0001,0.0001,9.441666666666668e-05,835461000000.0,375596788399.1691,32719587236.827274,51.0,42.0733,18.9528,2006110544466.53,77475297838.91,1162073966689.07,54746977380.7
2022-02-17,43873.56,44164.71,40073.21,40515.7,47245.99494,1067658.0,3122.31,3160.0,2851.55,2891.87,488693.2624,840552.0,101.85,102.82,92.33,93.52,2001081.3,307937.0,0.0001,5.4606666666666674e-05,6.932666666666667e-05,769983000000.0,345432461079.7069,29911431791.71281,52.0,42.0084,18.87,1983350838637.84,70785121330.72,1150176946415.5,51056240652.06
2022-02-18,40515.71,40959.88,39450.0,39974.44,43845.92241,1025882.0,2891.88,2943.97,2750.0,2779.48,502977.4069,742459.0,93.55,96.37,89.31,89.86,2010076.65,299519.0,-1.4323333333333334e-05,-3.181333333333333e-05,1.8899999999999967e-06,759293000000.0,333118647152.7562,28808591444.441826,30.0,41.721,18.7513,1841059855052.45,84545554192.84,1072951283114.29,58294662363.54
2022-02-19,39974.45,40444.32,39639.03,40079.17,18042.0551,586653.0,2779.3,2830.96,2694.45,2763.63,293838.0025,474447.0,89.86,92.75,88.6,91.27,1285578.14,205722.0,6.223666666666667e-05,7.307333333333333e-05,1.8613333333333334e-05,760306000000.0,329911271374.2316,29160339785.803127,25.0,41.8544,18.3637,1813268592522.52,75282111752.5,1054336714697.09,52056937241.34
2022-02-20,40079.17,40125.44,38000.0,38386.89,33439.29011,811235.0,2763.63,2764.64,2576.0,2621.99,386384.904,615990.0,91.27,94.5,85.56,90.72,2559473.54,403374.0,6.956666666666665e-06,1.7763333333333333e-05,3.6880000000000006e-05,731060000000.0,315445971599.4309,29231683517.960945,27.0,41.9095,18.2132,1815074513996.24,53931450519.54,1054386632423.6,40252564326.77
2022-02-21,38386.89,39494.35,36800.0,37008.16,62347.68496,1352290.0,2621.99,2759.51,2558.0,2568.02,761838.9858,1116485.0,90.7,96.14,82.62,82.96,4063082.8,573189.0,-4.903333333333335e-06,5.3333333333332825e-08,-2.5726666666666665e-05,703529000000.0,308599649104.6404,26721007529.82435,25.0,41.9233,18.0797,1735862785646.88,65556633194.74,1008131635946.96,47219823729.6
2022-02-22,37008.16,38429.0,36350.0,38230.33,53785.94589,1212527.0,2568.03,2665.74,2500.0,2636.29,692639.4942,1047915.0,82.95,87.56,81.06,86.38,2835554.36,361422.0,-1.9883333333333333e-05,1.0656666666666667e-05,-0.0002416099999999,724506000000.0,315498757508.3708,27602805922.37369,20.0,42.03,18.4152,1674156716081.72,99622055925.91,970508740024.21,70305909157.06
2022-02-23,38230.33,39249.93,37036.79,37250.01,43560.732,1030872.0,2636.28,2753.55,2575.83,2579.71,504470.1412,839481.0,86.39,93.4,84.38,84.59,3193694.1,446087.0,-6.186000000000001e-05,5.393333333333332e-06,-8.847e-05,707580000000.0,310215506609.2364,27199802282.61669,25.0,42.096,18.3203,1723289051013.58,84882622303.56,997853394219.98,59525237273.18
2022-02-24,37250.02,39843.0,34322.28,38327.21,120476.29458,2622780.0,2579.7,2740.0,2300.0,2596.2,1395732.7753,1774038.0,84.58,93.9,75.35,89.36,7497540.08,1032742.0,-6.26e-05,-3.604333333333333e-05,7.960666666666666e-05,726117000000.0,310521172966.33014,28410356357.50051,23.0,41.8424,18.326,1689631859713.11,109756861.8,982648969185.19,56545765815.94
2022-02-25,38328.68,39683.53,38014.37,39219.17,56574.57125,1408558.0,2596.26,2834.97,2571.72,2768.49,679394.1762,1102014.0,89.35,95.0,86.86,92.71,3691896.58,532273.0,5.739333333333333e-05,0.0001,6.98e-05,745875000000.0,333846681917.4296,29906986418.443714,27.0,42.4983,18.1827,1710733287020.27,150946705399.02,983701122992.6,104547585239.69
2022-02-26,39219.16,40348.45,38573.18,39116.72,29361.2568,924257.0,2768.05,2878.0,2727.5,2779.47,418485.2529,781683.0,92.73,95.49,89.23,90.23,2279602.17,347752.0,8.982e-05,0.0001,-3.652333333333333e-05,740839000000.0,332578204835.9235,28815736090.453217,26.0,41.8718,18.6417,1776643564418.71,95210334276.42,1032731416516.74,68661998657.59
2022-02-27,39116.73,39855.7,37000.0,37699.07,46229.44719,1265753.0,2779.47,2836.33,2557.98,2616.79,650198.7785,1149184.0,90.25,92.19,84.08,85.63,2593533.97,396197.0,2.2496666666666664e-05,6.835666666666668e-05,-2.8459999999999995e-05,714469000000.0,313073255237.77185,27257589080.429115,26.0,41.6992,18.7173,1779018648489.38,69270988790.81,1037182123412.3,51816565930.42
2022-02-28,37699.08,44225.84,37450.17,43160.0,73945.63858,1931087.0,2616.79,2951.6,2568.62,2920.95,733794.4488,1203874.0,85.61,103.0,84.17,99.68,4212075.57,666863.0,-0.0001184633333333,-6.170333333333334e-05,-6.846666666666663e-06,819110000000.0,349034662717.02704,31790678156.295288,20.0,41.834,18.3535,1709714818781.76,81848489143.74,994471951132.91,58406695160.86
2022-03-01,43160.0,44949.0,42809.98,44421.2,61743.09873,1866871.0,2920.83,3037.94,2854.09,2976.33,673901.6976,1237486.0,99.67,102.03,94.21,98.66,3665336.76,572030.0,8.123e-05,0.0001,0.0001,841067000000.0,355669768058.27325,31506377048.23152,51.0,42.9267,18.3181,1908897877352.67,104290665882.84,1089471046459.8,68940498205.02
2022-03-02,44421.2,45400.0,43334.09,43892.98,57782.65081,1653131.0,2976.33,3043.91,2914.21,2947.3,614623.7461,1050193.0,98.65,106.43,96.76,100.68,4306326.64,689840.0,6.497666666666666e-05,0.0001,0.0001,834474000000.0,353928244634.3926,32318279331.351448,52.0,43.2792,18.3128,1944935693858.79,108651051093.03,1103182451622.5,76188575798.2
2022-03-03,43892.99,44101.12,41832.28,42454.0,50940.61021,1289320.0,2947.31,2970.97,2785.0,2833.99,446192.2353,770738.0,100.69,101.7,94.0,95.62,2595560.67,374852.0,0.0001,0.0001,0.0001,806208000000.0,339867073415.80634,30691995646.21912,39.0,43.1965,18.3199,1929361073402.29,97371440674.91,1095945151921.3,68205215891.4
2022-03-04,42454.0,42527.3,38550.0,39148.66,61964.68498,1465066.0,2834.0,2836.17,2573.0,2622.1,556178.7588,934846.0,95.63,95.94,87.0,88.32,2854970.19,364380.0,0.0001,0.0001,7.380666666666667e-05,741995000000.0,313650455450.1037,28016987169.91585,33.0,42.9973,18.1299,1873577424734.18,81407179034.33,1067990184060.97,56449123460.5
2022-03-05,39148.65,39613.24,38407.59,39397.96,30363.13341,879727.0,2622.11,2685.12,2589.38,2665.15,268730.3036,531829.0,88.33,91.22,86.0,89.63,1495553.5,202202.0,7.218666666666667e-05,3.2586666666666664e-05,1.1903333333333332e-05,747294000000.0,319086026336.09045,28712376829.038376,22.0,42.4689,17.9424,1749503595810.7,87933155136.57,1006509195794.44,59397996388.63
2022-03-06,39397.97,39693.87,38088.57,38420.81,39677.26158,986352.0,2665.16,2676.29,2535.0,2551.29,336487.9099,528787.0,89.61,89.96,84.09,84.57,1828270.57,212997.0,1.704e-05,1.431333333333333e-05,6.636666666666668e-05,728642000000.0,306540745606.19604,26854797029.86653,22.0,42.1674,18.0115,1773221304629.7,56900344964.19,1025499701289.75,39933142088.96
2022-03-07,38420.8,39547.57,37155.0,37988.0,63994.11559,1456041.0,2551.3,2649.0,2445.0,2491.12,620171.6787,870430.0,84.58,86.71,79.92,81.66,3230989.34,363488.0,-3.947333333333333e-05,3.8593333333333335e-05,-3.010333333333333e-05,723880000000.0,299755147815.5038,26102090492.1804,23.0,42.3183,17.7674,1723621761763.7,62778297248.91,994213634772.58,43029592574.37
2022-03-08,37988.01,39362.08,37867.65,38730.63,55583.06638,1271128.0,2491.12,2624.0,2480.15,2575.97,561659.7421,812094.0,81.65,85.04,81.3,82.32,2604534.79,268988.0,7.792666666666667e-05,3.3253333333333336e-05,7.604666666666666e-05,734898000000.0,308990995337.752,26409950388.62068,21.0,42.3966,17.5731,1702978646889.8,85575511798.21,980973758722.44,57064159018.1
2022-03-09,38730.63,42594.06,38656.45,41941.71,67392.58799,1570230.0,2575.98,2775.85,2567.7,2726.98,562771.7403,840331.0,82.32,89.92,81.9,88.06,3355218.73,336022.0,8.925333333333334e-05,8.741333333333333e-05,4.992666666666667e-05,796877000000.0,326912722910.6458,28367501512.411583,22.0,42.3671,17.8042,1735324509581.52,78427169255.7,1000118581738.56,52660219466.35
2022-03-10,41941.7,42039.63,38539.73,39422.0,71962.93154,1512655.0,2726.98,2733.25,2550.27,2606.7,559029.9377,740676.0,88.06,88.57,80.63,82.87,2828491.21,288708.0,3.120333333333333e-05,3.869666666666667e-05,4.373e-05,749331000000.0,313094963763.9914,26827830746.94068,28.0,43.2686,17.7708,1840926736254.95,94837875191.79,1044384329685.74,62567610099.97
2022-03-11,39422.01,40236.26,38223.6,38729.57,59018.7642,1252571.0,2606.69,2676.78,2522.57,2556.86,494583.6568,684407.0,82.86,84.29,80.07,80.67,2528334.85,232541.0,-4.424e-05,1.6143333333333332e-05,6.5966666666666665e-06,736898000000.0,307278501308.7958,25832900013.34672,22.0,42.5966,17.798,1757146126223.41,91138959524.2,1008660782124.05,60063224575.44
2022-03-12,38729.57,39486.71,38660.52,38807.36,24034.36432,671733.0,2556.86,2616.79,2553.39,2568.8,219236.5711,327122.0,80.67,82.75,80.57,81.38,1362268.13,128794.0,-2.3466666666666657e-06,7.093333333333334e-05,9.104333333333334e-05,739318000000.0,309180622034.75275,26375917286.00454,22.0,42.5084,17.7209,1732014742949.07,81531503641.3,995762377649.82,55164484555.19
2022-03-13,38807.35,39310.0,37578.51,37777.34,32791.82359,841844.0,2568.8,2603.32,2493.0,2515.65,316942.1601,444352.0,81.4,83.34,77.65,78.73,2009434.97,198659.0,-3.661e-05,3.139333333333333e-05,7.773333333333333e-05,717664000000.0,301817186381.12445,25449006308.745834,21.0,42.5209,17.7797,1735530252915.07,54584860570.58,997567441767.53,39965797197.27
2022-03-14,37777.35,39947.12,37555.0,39671.37,46945.45375,1114899.0,2515.66,2609.6,2498.67,2589.41,386630.1912,609122.0,78.72,82.29,78.0,81.22,2079919.39,209032.0,-4e-05,3.2160000000000004e-05,0.0001,752641000000.0,310593577010.49493,26186055673.08397,23.0,42.3333,17.8048,1696301916874.15,60253823259.04,978201512037.18,42958455848.13
2022-03-15,39671.37,39887.61,38098.33,39280.33,46015.54926,1060517.0,2589.42,2669.0,2507.0,2617.73,461202.3014,686797.0,81.23,85.99,78.72,82.84,2123603.37,249623.0,6.421e-05,1.6076666666666668e-05,0.0001,747132000000.0,314450942253.10706,26836912140.077488,21.0,42.9104,17.71,1754651434997.2,74252010392.71,1001723547026.93,49930285421.72
2022-03-16,39280.33,41718.0,38828.48,41114.0,88120.76167,2051837.0,2617.74,2788.0,2603.38,2773.81,666224.7217,1055171.0,82.84,87.98,81.53,87.77,2638790.33,313840.0,8.623666666666666e-05,8.149e-05,0.0001,780293000000.0,332203928803.60547,27940404168.768967,24.0,42.6697,17.9616,1749724151838.29,74221804325.22,1003122821025.86,50289716934.22
2022-03-17,41114.01,41478.82,40500.0,40917.9,37189.38087,935784.0,2773.8,2836.0,2746.42,2811.92,379312.541,597885.0,87.77,91.0,86.58,87.8,2616451.8,286766.0,0.0001,0.0001,0.0001,777762000000.0,337894847790.8667,28422760165.2742,27.0,42.7761,18.2175,1825738833245.35,104698803910.01,1044759717897.67,65084355547.15
2022-03-18,40917.89,42325.02,40135.04,41757.51,45408.00969,1065054.0,2811.91,2984.0,2765.59,2938.92,556535.7966,794774.0,87.8,92.28,84.41,89.8,2935949.01,283557.0,7.220666666666666e-05,6.875333333333333e-05,0.0001,794127000000.0,353518405843.05927,29049157216.96137,25.0,42.4504,18.4425,1831023941249.34,76803452930.49,1053747293563.54,54797600857.52
2022-03-19,41757.51,42400.0,41499.29,42201.13,29067.18108,801197.0,2938.84,2987.7,2890.86,2950.84,325971.5398,556406.0,89.81,94.55,89.25,92.31,2058348.96,262632.0,0.0001,0.0001,0.0001,801134000000.0,353909041695.01965,29632759884.050823,28.0,42.2608,18.8196,1877294040726.05,97069363443.27,1083935071087.62,62659294300.84
2022-03-20,42201.13,42296.26,40911.0,41262.11,30653.33468,799695.0,2950.85,2964.17,2817.21,2861.38,377608.8214,651827.0,92.31,92.55,87.82,88.62,1500458.29,169914.0,0.0001,0.0001,0.0001,784115000000.0,343504432844.2698,28432456982.048862,31.0,42.146,18.6119,1900933342870.07,82866120368.12,1099765947643.31,63199816696.19
2022-03-21,41262.11,41544.22,40467.94,41002.25,39426.24877,947206.0,2861.39,2960.57,2829.81,2890.03,450223.9073,690648.0,88.62,91.28,86.74,88.59,1985082.57,203260.0,2.9843333333333336e-05,0.0001,6.850333333333334e-05,779781000000.0,347924352426.2933,28402397991.937035,30.0,42.1553,18.4786,1858489052537.3,80142662841.44,1075037247397.46,60015160177.02
2022-03-22,41002.26,43361.0,40875.51,42364.13,59454.94294,1367343.0,2890.03,3052.85,2886.43,2969.64,564868.9839,920670.0,88.58,93.98,88.0,90.43,2611345.56,271852.0,0.0001,0.0001,0.0001,804863000000.0,357366404958.8197,29069338572.03381,26.0,41.713,18.6036,1869269060178.52,89532075389.3,1089541220726.63,64916255907.94
2022-03-23,42364.13,43025.96,41751.47,42882.76,40828.87039,916671.0,2969.64,3045.2,2920.65,3036.0,453962.7298,813052.0,90.44,96.36,89.19,94.89,2854825.2,297282.0,9.004666666666667e-05,4.974e-05,0.0001,811569000000.0,362748938526.52295,30353741887.520138,31.0,41.9801,18.6191,1917114273924.95,100378436422.7,1112307504570.8,68369717359.01
2022-03-24,42882.76,44220.89,42560.46,43991.46,56195.12374,1202541.0,3035.99,3129.11,2999.11,3110.76,577171.5239,853822.0,94.88,103.7,93.26,102.32,4777008.51,577470.0,5.19e-06,6.062333333333333e-05,0.0001,835165000000.0,373471258566.9704,33011272989.437565,40.0,41.7377,18.6502,1951616316096.99,95065418239.22,1137056082799.28,69805941460.72
2022-03-25,43991.46,45094.14,43579.0,44313.16,54614.43648,1141588.0,3110.75,3193.28,3076.0,3102.14,489099.5572,745999.0,102.32,104.86,96.95,98.6,3360440.57,437293.0,5.143000000000001e-05,0.0001,0.0001,842279000000.0,372838208760.3812,31773707338.32897,47.0,41.8434,18.7057,1995485207938.21,109920283154.75,1160507224556.08,78889069455.26
2022-03-26,44313.16,44792.99,44071.97,44511.27,23041.61741,693647.0,3102.13,3153.2,3084.9,3145.0,207134.847,403089.0,98.6,103.4,97.63,101.73,1906343.44,259494.0,4.209333333333333e-05,8.326333333333334e-05,0.0001,845606000000.0,377827574464.24286,33101674756.415382,51.0,42.3023,18.7388,1991293918291.93,91336161229.3,1148931753014.66,60763980876.26
2022-03-27,44511.27,46999.0,44421.46,46827.76,41874.91071,1135096.0,3145.01,3299.37,3126.02,3295.65,335467.4145,645675.0,101.73,107.46,98.77,107.04,2351080.64,345634.0,1.0176666666666669e-05,2.1983333333333333e-05,9.523e-05,888527000000.0,395059365980.0612,34741183073.45392,49.0,42.0125,18.7652,2012084245260.48,59910844731.47,1166757477463.14,42960224570.3
2022-03-28,46827.76,48189.84,46663.56,47122.21,58949.2614,1498975.0,3295.65,3431.15,3275.01,3332.92,527237.1133,964079.0,107.04,113.87,105.22,105.75,4146023.22,653182.0,0.0001,0.0001,7.961666666666667e-05,897046000000.0,402040765729.13696,34747224500.04094,60.0,42.2824,18.7995,2103474483298.77,85919528862.64,1214075890145.53,57757502394.75
2022-03-29,47122.21,48096.47,46950.85,47434.8,36772.28457,1095678.0,3332.91,3481.87,3329.68,3400.51,465899.8226,884317.0,105.75,115.7,105.49,111.62,3727259.92,590421.0,9.864666666666669e-05,9.423e-05,0.0001,901654000000.0,408357134451.7341,36222031753.32461,56.0,42.3733,18.9802,2112204792356.44,120398068878.97,1217193587132.18,84025733314.53
2022-03-30,47434.79,47700.22,46445.42,47067.99,40947.2085,1081607.0,3400.51,3446.9,3331.84,3385.79,356082.5231,675015.0,111.62,125.26,107.11,120.82,5250424.16,827629.0,0.0001,0.0001,0.0001,895232000000.0,407246804912.9766,39195339151.127846,55.0,42.0961,19.0859,2141883962333.05,116373259989.19,1240234717299.69,84980507854.08
2022-03-31,47067.99,47600.0,45200.0,45510.34,48645.12667,1290541.0,3385.8,3444.83,3261.35,3281.51,455091.2395,770564.0,120.82,129.5,119.95,122.77,5143974.9,858853.0,0.0001,0.0001,0.0001,865613000000.0,394402092425.9776,40158423819.9836,52.0,41.738,18.9908,2142202038307.02,112602389245.96,1248090177297.83,83268131766.45
2022-04-01,45510.35,46720.09,44200.0,46283.49,56271.06474,1372216.0,3281.51,3481.29,3210.68,3455.21,532169.2392,883079.0,122.79,138.4,117.39,134.52,5505077.63,995872.0,8.939666666666668e-05,0.0001,0.0001,878726000000.0,414245979160.4055,43758744003.83171,50.0,41.5615,18.9437,2082095621891.59,128634994317.65,1216746382791.1,95310394102.75
2022-04-02,46283.49,47213.0,45620.0,45811.0,37073.53582,1056716.0,3455.2,3532.2,3433.14,3443.77,499893.29,763785.0,134.53,143.51,131.47,132.49,4193984.2,758063.0,0.0001,0.0001,0.0001,872868000000.0,414947392107.5312,43353067897.74202,52.0,41.1035,19.3812,2139468598908.0,128343448828.44,1260072372199.55,90181189338.84
2022-04-03,45810.99,47444.11,45530.92,46407.35,33394.67794,966563.0,3443.77,3580.34,3412.11,3521.91,381581.7683,619758.0,132.48,141.11,130.52,136.9,2964507.05,540376.0,0.0001,0.0001,0.0001,882421000000.0,423356636901.31976,44478030545.49885,48.0,40.9215,19.4471,2129598041309.94,114237935539.1,1258134612080.58,84899179118.06
2022-04-04,46407.36,46890.71,45118.0,46580.51,44641.87514,1171998.0,3521.9,3547.0,3405.97,3519.5,449984.1586,810677.0,136.9,138.29,125.82,132.14,3456901.43,582791.0,0.0001,7.632e-05,0.0001,886687000000.0,423869947210.8103,43149296839.25176,52.0,40.7369,19.5477,2166647653492.07,94103285157.76,1284022475758.27,68691025979.56
2022-04-05,46580.5,47200.0,45353.81,45497.55,42192.74852,1046080.0,3519.5,3555.0,3400.0,3406.99,397782.7437,674184.0,132.14,136.63,126.07,126.87,2833885.54,542422.0,0.0001,9.324666666666666e-05,0.0001,868302000000.0,411885919936.038,41384554521.88217,53.0,41.017,19.6021,2160036369638.58,110814687356.14,1274054102667.81,78313735339.09
2022-04-06,45497.54,45507.14,43121.0,43170.47,60849.32936,1471912.0,3407.0,3407.5,3162.39,3168.51,736273.1047,1098773.0,126.88,127.4,112.1,112.95,4266870.2,740311.0,9.966e-05,3.4233333333333363e-06,0.0001,822959000000.0,382871342185.5314,37162434514.465935,48.0,41.0054,19.4362,2110999077617.25,100157035046.16,1245374675436.44,70510743893.92
2022-04-07,43170.47,43900.99,42727.35,43444.19,37396.54156,999816.0,3168.52,3268.98,3143.15,3227.19,458179.3272,706382.0,112.94,120.0,110.88,118.48,3326346.75,581932.0,7.473666666666668e-05,1.1646666666666666e-05,6.0003333333333335e-05,828020000000.0,389467375291.86847,38726717661.6891,34.0,41.4613,19.2612,1980493912054.59,126688200867.83,1159355072955.3,87293443443.42
2022-04-08,43444.2,43970.62,42107.14,42252.01,42375.04203,1108136.0,3227.2,3314.02,3173.52,3192.39,502422.5048,810752.0,118.47,122.42,108.1,109.92,3328966.49,550158.0,8.102000000000001e-05,-1.059e-05,5.424666666666667e-05,802457000000.0,383205538887.89386,35633343201.26004,37.0,41.0586,19.3129,2013774280303.93,87427165744.16,1186947202637.43,61325004510.59
2022-04-09,42252.02,42800.0,42125.48,42753.97,17891.66047,640230.0,3192.39,3268.4,3181.28,3258.57,212444.2566,386154.0,109.92,113.69,108.28,112.96,1376896.77,246823.0,9.759666666666667e-05,0.0001,-5.6913333333333336e-05,811215000000.0,391933374074.7049,36877000569.09689,30.0,41.0878,19.6317,1956014446768.46,89756927838.7,1152331012272.3,62542550907.01
2022-04-10,42753.96,43410.3,41868.0,42158.85,22771.09403,678983.0,3258.57,3307.22,3193.0,3203.04,232303.2326,439811.0,112.97,116.09,109.71,111.07,1560720.04,282125.0,6.317333333333333e-05,8.66e-05,-5.34e-06,803339000000.0,387184916682.3496,36696993155.81012,34.0,40.9331,19.7532,1986574058614.36,57912192000.66,1173408198773.87,41861416481.72
2022-04-11,42158.85,42414.71,39200.0,39530.45,63560.44721,1385924.0,3203.04,3213.63,2950.0,2979.74,693394.2912,969832.0,111.06,111.94,98.1,99.67,3332133.13,491379.0,6.747666666666667e-05,8.225333333333333e-05,9.59e-05,751665000000.0,359212086076.7873,32686267054.178,32.0,40.9791,19.7416,1957656513477.26,61256177404.82,1155426138864.82,43596909131.15
2022-04-12,39530.45,40699.0,39254.63,40074.94,57751.01778,1153667.0,2979.75,3085.0,2950.0,3027.66,579522.9505,742214.0,99.64,109.36,98.31,103.22,3527634.19,526763.0,-7.936e-05,-7.802e-05,-1.966e-05,762198000000.0,364385911108.14886,33832017715.545284,20.0,41.1216,19.6329,1827232552985.02,102579491470.54,1075845499121.95,68630397561.88
2022-04-13,40074.95,41561.31,39588.54,41147.79,41342.27254,948061.0,3027.65,3128.97,2996.86,3118.28,419101.494,623328.0,103.21,106.04,100.09,104.94,2204306.4,352611.0,-8.08e-06,-5.305333333333333e-05,4.746666666666666e-06,782319000000.0,375329424982.4922,34394109915.355,25.0,40.9035,19.5575,1864839919149.3,94789049760.13,1102054516576.22,63798871119.91
2022-04-14,41147.78,41500.0,39551.94,39942.38,36807.01401,803756.0,3118.28,3145.0,2976.3,3021.98,408382.5572,540399.0,104.92,107.72,98.77,100.77,2711073.76,359790.0,4.324666666666666e-05,1.1400000000000003e-06,3.6836666666666666e-05,758852000000.0,363484114851.3332,33032852396.63888,28.0,40.9671,19.6495,1910202868623.24,83749269604.51,1127647658681.13,56059070999.59
2022-04-15,39942.37,40870.36,39766.4,40551.9,24026.35739,616536.0,3021.98,3060.92,2993.13,3040.56,249626.2981,388136.0,100.77,102.91,99.55,101.31,1384490.37,216894.0,-4.113666666666667e-05,-5.410666666666667e-05,2.962666666666667e-05,770500000000.0,365877349625.6292,33201484841.82148,22.0,40.8099,19.5394,1860534665195.87,78603106396.79,1101252412862.02,54260548833.99
2022-04-16,40551.9,40709.35,39991.55,40378.71,15805.44718,423446.0,3040.57,3086.1,3010.03,3059.3,176352.4165,298000.0,101.38,103.5,100.71,102.06,1006216.36,135628.0,4.532333333333334e-05,-6.179e-05,2.1156666666666667e-05,768872000000.0,369087826548.19727,34078940200.014088,28.0,40.923,19.4316,1884081931511.96,63399692524.91,1113058949158.32,41642061316.05
