,date,btc_market_cap,eth_market_cap,sol_market_cap
496,2020-10-30,252061000000.0,43427791352.17598,66137031.975055285
497,2020-10-31,255850000000.0,43771395808.051254,70667540.02253394
498,2020-11-01,254556000000.0,44794947443.517136,73496120.30768393
499,2020-11-02,251948000000.0,43471889989.27828,67684222.48713087
500,2020-11-03,259394000000.0,44009375960.33693,65030781.42252717
501,2020-11-04,261856000000.0,45515313895.00701,63998216.43123729
502,2020-11-05,289251000000.0,47243042416.891136,64342094.78333466
503,2020-11-06,289497000000.0,51718674196.7552,88232646.83002295
504,2020-11-07,275562000000.0,49495234269.28223,94241052.69325534
505,2020-11-08,287321000000.0,51609557493.426094,99048274.1177826
506,2020-11-09,283995000000.0,50388432680.79874,93107940.27213861
507,2020-11-10,283994000000.0,51182713291.54186,104682919.42378356
508,2020-11-11,291632000000.0,52630307643.98437,92145479.82382093
509,2020-11-12,301987000000.0,52483547934.63293,86803215.31351689
510,2020-11-13,302733000000.0,54043954188.11713,92602316.11731745
511,2020-11-14,298505000000.0,52460351696.62845,88389832.31521977
512,2020-11-15,296368000000.0,50968726410.22561,93735612.6689101
513,2020-11-16,310389000000.0,52439303240.279915,104266741.74246608
514,2020-11-17,327799000000.0,54764598181.229195,101148306.87795222
515,2020-11-18,330212000000.0,54407650003.92009,97435312.55304772
516,2020-11-19,330490000000.0,53467455292.36299,95106252.7362704
517,2020-11-20,346181000000.0,57833655429.958626,97045955.34613176
518,2020-11-21,346995000000.0,62130116927.1701,109058132.03542824
519,2020-11-22,342861000000.0,64155768064.07616,99412103.78762664
520,2020-11-23,340851000000.0,68941420584.19986,104915226.71928492
521,2020-11-24,355283000000.0,68649757667.68506,104090611.46546036
522,2020-11-25,347844000000.0,64532707820.2165,104012038.15329991
523,2020-11-26,317532000000.0,58878474304.649086,87397516.34387772
524,2020-11-27,317323000000.0,58731546980.198,85306961.87909709
525,2020-11-28,329286000000.0,61440808506.01331,87021002.67168178
526,2020-11-29,337569000000.0,65316285190.68381,88081285.81824803
527,2020-11-30,364932000000.0,69709797643.85445,90640464.89384611
528,2020-12-01,349286000000.0,66852274402.46885,91723438.29158856
529,2020-12-02,356622000000.0,68073554769.00777,97979314.43649566
530,2020-12-03,361379000000.0,70199089676.30096,97106649.89090632
531,2020-12-04,347712000000.0,65048717200.07958,86236547.50702192
532,2020-12-05,354813000000.0,67641822105.51344,91336936.36198814
533,2020-12-06,359317000000.0,68483549097.79226,85620207.71228129
534,2020-12-07,356100000000.0,67305861943.57245,84654738.7599713
535,2020-12-08,340501000000.0,63048370940.524605,77221232.81231855
536,2020-12-09,344857000000.0,65319035865.610565,77126901.68599828
537,2020-12-10,339677000000.0,63761025401.46218,73043422.53468022
538,2020-12-11,335364000000.0,62065585552.52408,67098476.54380361
539,2020-12-12,349335000000.0,64697278560.71465,69170381.0764852
540,2020-12-13,355716000000.0,67206113453.262794,72341882.93619542
541,2020-12-14,358161000000.0,66752768792.53065,73634573.59137274
542,2020-12-15,360887000000.0,67048839806.667,80964406.33294214
543,2020-12-16,396899000000.0,72430880317.73624,82545870.43703248
544,2020-12-17,423264000000.0,73189108080.59248,78020180.31310841
545,2020-12-18,428103000000.0,74247988547.10995,79059828.71132879
546,2020-12-19,443134000000.0,75134163428.5208,77849610.91614541
547,2020-12-20,437061000000.0,72733788308.76361,72801693.89623158
548,2020-12-21,426102000000.0,69778889327.48112,72025440.64152253
549,2020-12-22,441345000000.0,72251497111.775,69516213.09451652
550,2020-12-23,433013000000.0,67056518587.10221,56299211.896625355
551,2020-12-24,440474000000.0,69729451065.65901,63326278.15676084
552,2020-12-25,458358000000.0,71327143892.5478,67275815.2480199
553,2020-12-26,491992000000.0,72471574959.35635,61736626.8332569
554,2020-12-27,491137000000.0,78484945438.75719,61365034.22478988
555,2020-12-28,502469000000.0,83287062649.37086,70344725.32312712
556,2020-12-29,506062000000.0,83458671524.51183,77415209.71175234
557,2020-12-30,536072000000.0,85666191925.30298,71492892.37830806
558,2020-12-31,539413000000.0,84286915998.4485,70328922.85151228
559,2021-01-01,546097000000.0,83371600687.19344,85827028.59827167
560,2021-01-02,595233000000.0,88444643858.51671,84096226.01783957
561,2021-01-03,618596000000.0,112992827132.18095,100016233.91887544
562,2021-01-04,591196000000.0,117565039436.4192,114388479.57764204
563,2021-01-05,632335000000.0,125708935410.54224,100504159.86532368
564,2021-01-06,681267000000.0,136885230787.89243,90642185.65589225
565,2021-01-07,729136000000.0,139282787723.4794,110198133.506635
566,2021-01-08,758179000000.0,139260996522.61804,837941851.484563
567,2021-01-09,750691000000.0,146937430255.0707,891921191.819294
568,2021-01-10,712766000000.0,144495863161.77533,906496755.1938767
569,2021-01-11,655901000000.0,123668084991.43088,811539677.7225505
570,2021-01-12,626977000000.0,118649684439.8977,931796508.9557412
571,2021-01-13,693667000000.0,128840028066.72972,921541820.6851014
572,2021-01-14,726233000000.0,138530746462.8942,855896326.7147477
573,2021-01-15,682833000000.0,133408639741.2098,852691433.3917563
574,2021-01-16,672953000000.0,140722125057.08975,900992193.8012608
575,2021-01-17,670990000000.0,141943180977.9462,1016634432.2258956
576,2021-01-18,680774000000.0,143115130072.29443,993286574.5079548
577,2021-01-19,674404000000.0,158441290714.20105,954651455.6939293
578,2021-01-20,660769000000.0,156372297179.02094,975385115.4890748
579,2021-01-21,577214000000.0,129507384705.56018,786469643.1452247
580,2021-01-22,613773000000.0,141263668177.86368,872783366.7069244
581,2021-01-23,596122000000.0,140981872901.22742,913068465.507272
582,2021-01-24,599499000000.0,158666207761.335,946832713.8154426
583,2021-01-25,603316000000.0,151635834010.5561,968637485.2587376
584,2021-01-26,607456000000.0,155799929301.46567,1054021170.1960416
585,2021-01-27,565023000000.0,142556249174.7996,964278837.0858335
586,2021-01-28,623722000000.0,153539475089.36234,999839101.7291464
587,2021-01-29,635942000000.0,158322469086.54904,1004246200.7424845
588,2021-01-30,639395000000.0,157935796413.09116,1102432492.2992148
589,2021-01-31,617234000000.0,150797241403.19833,1113141762.1557608
590,2021-02-01,624941000000.0,156838168765.9368,1187632304.6482537
591,2021-02-02,662682000000.0,174513861659.0402,1377306508.7231116
592,2021-02-03,699619000000.0,190033689373.90472,1491340068.5853643
593,2021-02-04,691292000000.0,184201540613.4399,1683436244.3654344
594,2021-02-05,708388000000.0,197060852682.2544,1740075972.8509045
595,2021-02-06,732567000000.0,192871957551.13043,1598294182.446525
596,2021-02-07,726297000000.0,185142454684.4471,1747099686.4018211
597,2021-02-08,858908000000.0,199773626601.28152,2075222825.3200552
598,2021-02-09,866894000000.0,202924057060.05548,2062242386.9855769
599,2021-02-10,839556000000.0,200355536883.19623,2361858483.091825
600,2021-02-11,892023000000.0,204662692140.06433,2402846351.7985945
601,2021-02-12,885213000000.0,211664734859.76813,2438555269.793112
602,2021-02-13,879358000000.0,208589629984.54648,2302393829.5062075
603,2021-02-14,909605000000.0,207714210418.94653,2309317881.9757047
604,2021-02-15,896245000000.0,204982692181.99188,2332143709.8748016
605,2021-02-16,915482000000.0,204214365330.21365,2183500971.0943336
606,2021-02-17,972986000000.0,211650223122.31253,2169693761.304059
607,2021-02-18,962320000000.0,221675453100.14612,2370920201.5700016
608,2021-02-19,1040070000000.0,224983760125.45947,2982442770.1751695
609,2021-02-20,1040890000000.0,219477815079.26132,2632318065.43682
610,2021-02-21,1071480000000.0,221922796312.8702,2926197618.8580313
611,2021-02-22,1005410000000.0,203278778240.4755,3679906251.6413774
612,2021-02-23,904973000000.0,179409338129.0132,3984212422.7089114
613,2021-02-24,923775000000.0,185574336588.36377,4601753974.647311
614,2021-02-25,886564000000.0,171233323989.8063,3691903486.0296926
615,2021-02-26,861702000000.0,165608952712.3465,3605379712.248495
616,2021-02-27,854338000000.0,166975435622.9022,3498659187.542573
617,2021-02-28,845528000000.0,163704942653.35437,3515396858.8770247
618,2021-03-01,925256000000.0,179558027072.3106,3959146204.865072
619,2021-03-02,900507000000.0,171152187137.8795,3679245432.939055
620,2021-03-03,945028000000.0,181993705149.19095,3739392442.5766
621,2021-03-04,903730000000.0,176724272859.58728,3456552110.307085
622,2021-03-05,909885000000.0,175919793871.57,3322604547.4635878
623,2021-03-06,913094000000.0,190766560074.56247,3441737621.224343
624,2021-03-07,952597000000.0,197607984308.55408,3662991326.940088
625,2021-03-08,971328000000.0,209927379711.21436,3598675974.5026016
626,2021-03-09,1020810000000.0,214079929593.2745,3942704592.9125943
627,2021-03-10,1046540000000.0,207366478416.94223,3789468107.0731726
628,2021-03-11,1078880000000.0,210184142306.85693,4250307600.3291864
629,2021-03-12,1069360000000.0,203398966523.79745,3892430025.570377
630,2021-03-13,1143170000000.0,221677557285.12857,4095967444.3242254
631,2021-03-14,1117420000000.0,215600090797.89655,3934663312.686074
632,2021-03-15,1046890000000.0,206738489265.9592,3803310787.61656
633,2021-03-16,1054010000000.0,206768115393.5416,3645129569.1735306
634,2021-03-17,1094790000000.0,209314640015.8152,3797786647.0037246
635,2021-03-18,1077080000000.0,205055043542.5576,3808061788.123428
636,2021-03-19,1085290000000.0,208386004775.56375,3782492545.968957
637,2021-03-20,1086830000000.0,208683638250.06183,3813503846.1073136
638,2021-03-21,1071960000000.0,205482135437.129,3811604458.9012246
639,2021-03-22,1016130000000.0,194496539578.51947,3982678039.9953966
640,2021-03-23,1018240000000.0,192520012038.8084,3800307551.9060497
641,2021-03-24,981564000000.0,182767878811.71768,3663455674.2495856
642,2021-03-25,962049000000.0,183025561445.64017,3469628795.3626423
643,2021-03-26,1023150000000.0,195343197021.4768,3936247035.625921
644,2021-03-27,1045630000000.0,197952777813.34875,4444961818.66102
645,2021-03-28,1039960000000.0,194178474643.7484,4851059565.469501
646,2021-03-29,1074700000000.0,208719567360.97543,5057523003.5912075
647,2021-03-30,1095540000000.0,212170627657.7161,5150871238.575418
648,2021-03-31,1097600000000.0,220956711035.96652,5215549536.048317
649,2021-04-01,1098160000000.0,227249378741.12277,5122828961.820095
650,2021-04-02,1102180000000.0,246049640305.2276,5280584231.932229
651,2021-04-03,1069570000000.0,233518575129.3128,6112036883.047592
652,2021-04-04,1086790000000.0,239571330038.2073,6443774854.748782
653,2021-04-05,1097190000000.0,242152177160.04724,6149747906.447737
654,2021-04-06,1084700000000.0,244184904434.94528,6696184012.51416
655,2021-04-07,1050810000000.0,229042657476.37943,7224169088.478477
656,2021-04-08,1082550000000.0,239817114712.5645,7239337927.410685
657,2021-04-09,1084250000000.0,238403131317.16623,7451027758.973854
658,2021-04-10,1114190000000.0,245832239279.24332,7224482515.883966
659,2021-04-11,1119500000000.0,247498491172.93915,7508360478.740981
660,2021-04-12,1119050000000.0,247349314547.2733,7685177458.669738
661,2021-04-13,1185230000000.0,265279596891.74887,7455144039.386212
662,2021-04-14,1174530000000.0,280598077838.17346,7116357249.901143
663,2021-04-15,1181340000000.0,290940687884.01605,7516378934.671346
664,2021-04-16,1150390000000.0,280438974612.349,6853982062.376789
665,2021-04-17,1126320000000.0,270516207949.6435,6752952165.125918
666,2021-04-18,1053640000000.0,259149172175.356,8787624843.042606
667,2021-04-19,1042640000000.0,250531868807.23364,8596751966.43903
668,2021-04-20,1055310000000.0,269033028487.48752,8642297711.474617
669,2021-04-21,1009600000000.0,273165786098.98404,8782419476.538174
670,2021-04-22,969567000000.0,279636457122.6881,10612541350.80484
671,2021-04-23,952287000000.0,272435428978.75748,9948975122.08595
672,2021-04-24,939715000000.0,258533809757.1008,11128773185.202562
673,2021-04-25,914845000000.0,265959371176.24203,12911211367.754644
674,2021-04-26,1008280000000.0,292063340284.41833,11972386912.055023
675,2021-04-27,1028570000000.0,306007131815.5639,11730511223.069197
676,2021-04-28,1024140000000.0,316899844153.24756,12158556423.273722
677,2021-04-29,1001380000000.0,319281940840.3854,11490075123.13811
678,2021-04-30,1079460000000.0,320451004871.536,11611800811.839031
679,2021-05-01,1081790000000.0,341199273314.4269,13373909175.815697
680,2021-05-02,1057710000000.0,341604894651.492,12745378406.727673
681,2021-05-03,1070310000000.0,396975587827.20624,12579340018.513264
682,2021-05-04,1004570000000.0,378996598293.34766,11742115597.377518
683,2021-05-05,1072290000000.0,408095752550.10675,12209309499.357084
684,2021-05-06,1057110000000.0,405205643546.71326,11876016779.864355
685,2021-05-07,1072390000000.0,403179396604.93726,11714377260.385923
686,2021-05-08,1098540000000.0,450017619945.6576,12484696132.083864
687,2021-05-09,1090230000000.0,453464297377.38495,12078027859.041668
688,2021-05-10,1045680000000.0,457941556222.2896,11728913081.050589
689,2021-05-11,1059000000000.0,481332226085.5533,12212339492.740788
690,2021-05-12,953560000000.0,460506092741.7569,12266374144.320175
691,2021-05-13,923611000000.0,427155480764.7695,11087774345.990717
692,2021-05-14,935425000000.0,473498627376.73254,11699978014.803429
693,2021-05-15,880283000000.0,425568398498.654,11881057107.38496
694,2021-05-16,861131000000.0,413245749100.68054,12855830542.540417
695,2021-05-17,813826000000.0,380167139202.4431,12823484657.781015
696,2021-05-18,800712000000.0,390436471359.5423,15286667742.248854
697,2021-05-19,704416000000.0,293969345409.34686,9888425609.430115
698,2021-05-20,763508000000.0,322083681187.9949,12278465399.119907
699,2021-05-21,695669000000.0,279919817798.9427,10453194866.326385
700,2021-05-22,704448000000.0,269150072428.07004,8678779608.382294
701,2021-05-23,650754000000.0,244216529209.8596,6737363782.93804
702,2021-05-24,722918000000.0,304629768524.78546,8447695571.674719
703,2021-05-25,716169000000.0,312834574411.2242,8218854305.077625
704,2021-05-26,733669000000.0,332842129963.8001,9647049417.773245
705,2021-05-27,720895000000.0,318304372194.2758,9190744442.02442
706,2021-05-28,666370000000.0,280299272048.66876,7882083922.298832
707,2021-05-29,649269000000.0,265656136637.11423,7483229273.058432
708,2021-05-30,667460000000.0,277626187692.31226,7798562015.686554
709,2021-05-31,698587000000.0,313356864711.1268,8903817525.028212
710,2021-06-01,686420000000.0,304916083736.0441,8440514006.76299
711,2021-06-02,704765000000.0,315048918939.3085,9338716389.757544
712,2021-06-03,733280000000.0,331975922462.837,10877398807.936775
713,2021-06-04,690700000000.0,312347942010.27936,10232571006.613941
714,2021-06-05,663111000000.0,302591684255.8591,10641351697.587
715,2021-06-06,668965000000.0,314374548374.0545,11501780252.18626
716,2021-06-07,631622000000.0,302102920285.23645,10591724651.204441
717,2021-06-08,626970000000.0,292713796763.99225,11335741065.47556
718,2021-06-09,700011000000.0,302808431968.2496,11478258530.040026
719,2021-06-10,689795000000.0,288402172775.1121,11228674979.74937
720,2021-06-11,696554000000.0,272586196607.90952,9796955525.78288
721,2021-06-12,668176000000.0,276780659548.7467,10027874023.173653
722,2021-06-13,729206000000.0,291207119551.7317,10536436568.418451
723,2021-06-14,757905000000.0,299659402440.1484,10779218120.981613
724,2021-06-15,754175000000.0,296867703454.49695,10820479046.162985
725,2021-06-16,716940000000.0,274601356712.68207,10756555403.279251
726,2021-06-17,712343000000.0,275492310822.358,10672259087.268885
727,2021-06-18,669196000000.0,258793920980.74945,9983199048.764711
728,2021-06-19,666258000000.0,253027091156.45633,9632639952.196001
729,2021-06-20,667104000000.0,260958401602.146,9594667732.385143
730,2021-06-21,594328000000.0,221156818907.246,7316362119.169698
731,2021-06-22,607081000000.0,217368048857.95895,7204201287.289723
732,2021-06-23,629888000000.0,228391682192.211,8364897873.101944
733,2021-06-24,649558000000.0,231276342692.10727,8598013261.4224
734,2021-06-25,593814000000.0,211645935156.2448,7873278353.067232
735,2021-06-26,597720000000.0,209823786909.9196,7929658381.434444
736,2021-06-27,646766000000.0,228777127664.6652,8584369273.446173
737,2021-06-28,644337000000.0,242168915672.99268,8984292966.668694
738,2021-06-29,673551000000.0,252763171389.7162,9338085365.64736
739,2021-06-30,657295000000.0,264707059931.8276,9734826784.428448
740,2021-07-01,628065000000.0,246362916660.9373,9128598064.902351
741,2021-07-02,633293000000.0,250520854297.1321,9218768913.162472
742,2021-07-03,648408000000.0,258229918660.1462,9368089850.000313
743,2021-07-04,662822000000.0,271081287091.86084,9378389773.484264
744,2021-07-05,635778000000.0,258607334797.16888,9023638371.691225
745,2021-07-06,639785000000.0,270233436808.17932,9316343014.49674
746,2021-07-07,636208000000.0,270144856301.14087,9980311577.364477
747,2021-07-08,615385000000.0,247070410897.9537,9076311165.325384
748,2021-07-09,635950000000.0,251162680519.6578,9113803828.244848
749,2021-07-10,630279000000.0,246910154478.39865,8684656084.699978
750,2021-07-11,642455000000.0,249636374130.61456,8759806058.960562
751,2021-07-12,621417000000.0,237164062362.54865,8405478303.006086
752,2021-07-13,612192000000.0,226295178547.55612,7964610324.697829
753,2021-07-14,615152000000.0,232481722882.2172,8479140687.195778
754,2021-07-15,594731000000.0,223223253704.57028,7754404925.474668
755,2021-07-16,590030000000.0,219191266321.28915,7188452356.353714
756,2021-07-17,591789000000.0,221417439640.88968,7288754080.594779
757,2021-07-18,594815000000.0,220943143877.2812,7280945017.5076065
758,2021-07-19,579380000000.0,212740140345.97263,6712818448.524618
759,2021-07-20,558460000000.0,208458695314.2616,6430527363.993595
760,2021-07-21,602630000000.0,231855750187.41205,7227437218.804722
761,2021-07-22,606173000000.0,236020266918.83423,7542118021.199174
762,2021-07-23,627456000000.0,246768914672.90955,7695743014.355741
763,2021-07-24,641133000000.0,254579269015.9665,7788633714.842182
764,2021-07-25,659050000000.0,255555842038.18292,7645603446.586552
765,2021-07-26,702713000000.0,261861090746.45728,7721007431.119799
766,2021-07-27,734311000000.0,267157071638.9964,7607202070.206402
767,2021-07-28,749605000000.0,268449455274.12936,7578374974.705768
768,2021-07-29,752403000000.0,278697938206.3093,8568755164.863727
769,2021-07-30,784419000000.0,286543547319.3585,8771473519.319448
770,2021-07-31,784530000000.0,297456298847.72626,9926121461.771235
771,2021-08-01,750324000000.0,299753588681.0072,9317185571.263588
772,2021-08-02,737883000000.0,306254400700.593,9093215890.443544
773,2021-08-03,718855000000.0,293877809589.57086,9331842393.138287
774,2021-08-04,746778000000.0,319059704008.6274,9783131716.400404
775,2021-08-05,768738000000.0,330512670044.85046,10223526577.942514
776,2021-08-06,803493000000.0,337861305874.0871,10779537579.25057
777,2021-08-07,835356000000.0,367775945502.3324,10723543863.353333
778,2021-08-08,825776000000.0,354241101282.6027,10336903345.66075
779,2021-08-09,868889000000.0,369603194379.9655,10570975242.007996
780,2021-08-10,854340000000.0,367706310743.65497,11053957996.375568
781,2021-08-11,857913000000.0,370893941351.60895,11416601890.287443
782,2021-08-12,834088000000.0,355658382638.0473,11679184774.667183
783,2021-08-13,896339000000.0,388297302188.67017,12661538018.638735
784,2021-08-14,885236000000.0,382778287525.77625,12541500226.943892
785,2021-08-15,884349000000.0,387713411386.1756,15309321260.366028
786,2021-08-16,863930000000.0,369843079099.8949,17959469174.46892
787,2021-08-17,840103000000.0,353814228931.9481,18575734270.2987
788,2021-08-18,844667000000.0,356286406901.2662,21204484058.98061
789,2021-08-19,876507000000.0,371868795447.2904,20909798064.867474
790,2021-08-20,925285000000.0,384117812649.5508,22464863365.11757
791,2021-08-21,922139000000.0,379072829731.0852,21295355046.01862
792,2021-08-22,927700000000.0,380427079349.73206,20987104399.141598
793,2021-08-23,932026000000.0,389466640631.18616,21698720386.430176
794,2021-08-24,900793000000.0,373213236497.1329,20621256356.121796
795,2021-08-25,921072000000.0,378543390402.39246,20827287426.65421
796,2021-08-26,887061000000.0,365910514350.06024,22104718578.373768
797,2021-08-27,922034000000.0,383474900636.0345,25619889707.304214
798,2021-08-28,918393000000.0,380312490004.07605,28251625532.09724
799,2021-08-29,920240000000.0,378976854326.7013,27379934119.89839
800,2021-08-30,886021000000.0,379893741664.90625,32118863092.53552
801,2021-08-31,887818000000.0,402649951646.33527,31597866709.698704
802,2021-09-01,915488000000.0,445158547438.5879,32306499954.626793
803,2021-09-02,928335000000.0,444982792779.6674,37257242353.36372
804,2021-09-03,937614000000.0,459902963984.13165,42302327413.788925
805,2021-09-04,938770000000.0,456158761248.5337,40648241743.06091
806,2021-09-05,973198000000.0,464238619675.546,41547790176.00181
807,2021-09-06,990045000000.0,461265353502.19885,47758626209.1712
808,2021-09-07,881270000000.0,403080865360.8774,50867704885.79513
809,2021-09-08,868780000000.0,411925739786.2259,55763217461.46032
810,2021-09-09,873728000000.0,403174866150.8581,55313277437.80391
811,2021-09-10,842098000000.0,376359800664.1369,52289429627.82778
812,2021-09-11,848407000000.0,382868066061.18945,52079973432.73565
813,2021-09-12,868805000000.0,401534382020.43933,51464436191.06703
814,2021-09-13,846476000000.0,386520879010.2568,49520025513.0331
815,2021-09-14,884734000000.0,401856286283.35675,45906884036.56575
816,2021-09-15,906321000000.0,422044705384.189,46984876033.78247
817,2021-09-16,899404000000.0,419349764131.2592,45042725955.44111
818,2021-09-17,888464000000.0,399272982824.37274,43739813182.74326
819,2021-09-18,907142000000.0,402669757692.8117,50219474534.63977
820,2021-09-19,888642000000.0,390366032356.6192,45402934749.53608
821,2021-09-20,806574000000.0,348709579436.3116,39630827375.760155
822,2021-09-21,762781000000.0,322932353247.2332,36567530923.953705
823,2021-09-22,820242000000.0,360358100979.45215,44074332652.39108
824,2021-09-23,844443000000.0,370254001240.3877,44467963892.39037
825,2021-09-24,805749000000.0,345009620498.3309,41490862135.95672
826,2021-09-25,804506000000.0,345040478865.07513,40488938320.447075
827,2021-09-26,812002000000.0,358743186069.83905,40201750355.515175
828,2021-09-27,800091000000.0,347474740010.9945,40707700604.29644
829,2021-09-28,776166000000.0,331401047587.92804,39260221609.93481
830,2021-09-29,780538000000.0,334696238351.14355,40102162987.40926
831,2021-09-30,824401000000.0,353365924664.9895,41915174454.80221
832,2021-10-01,905355000000.0,388482734133.74286,47796912347.21104
833,2021-10-02,900018000000.0,399645460469.8039,50426468983.51812
834,2021-10-03,907800000000.0,402821372682.4954,51396792907.675064
835,2021-10-04,928297000000.0,399473012703.59894,49878621933.54391
836,2021-10-05,971091000000.0,414689329313.4267,48946860251.033585
837,2021-10-06,1043880000000.0,422749954698.35455,45993736371.46798
838,2021-10-07,1013510000000.0,422901066088.41266,45975270073.967705
839,2021-10-08,1015980000000.0,419624556565.2063,47419648932.129166
840,2021-10-09,1036320000000.0,421885219382.80255,47064242302.44083
841,2021-10-10,1030530000000.0,404504581668.1375,44379165189.67516
842,2021-10-11,1079350000000.0,414872519609.34625,43192303643.75388
843,2021-10-12,1058800000000.0,411582431059.0302,45582352656.3793
844,2021-10-13,1080570000000.0,424162427468.6494,44429566025.28094
845,2021-10-14,1081290000000.0,446493846534.07135,44956415836.70649
846,2021-10-15,1157890000000.0,455409358275.7062,48762237011.60024
847,2021-10-16,1148260000000.0,452518766564.9624,47424938067.63841
848,2021-10-17,1158300000000.0,452526971608.11896,47867931891.27847
849,2021-10-18,1168060000000.0,441922247575.70966,47230046842.38388
850,2021-10-19,1211730000000.0,457187787658.938,46935071691.4418
851,2021-10-20,1245170000000.0,490084350761.55664,52320211102.44443
852,2021-10-21,1175720000000.0,479729688304.4317,56629717267.32957
853,2021-10-22,1145180000000.0,469207119691.7057,59241879884.68112
854,2021-10-23,1154650000000.0,490983764618.0949,59328716787.46454
855,2021-10-24,1147460000000.0,481243020708.86176,60865734672.629395
856,2021-10-25,1188350000000.0,497568588683.75085,63453676916.68188
857,2021-10-26,1138690000000.0,487733424859.8293,60183733453.117294
858,2021-10-27,1104230000000.0,466176756878.8054,55432555287.54253
859,2021-10-28,1142030000000.0,505339339052.36646,58666003462.314156
860,2021-10-29,1173500000000.0,521273243322.2917,60254162736.98373
861,2021-10-30,1164370000000.0,509301466939.777,58220959833.16248
862,2021-10-31,1158590000000.0,507306510443.04694,61052846661.10618
863,2021-11-01,1152210000000.0,511123806098.5908,61363332233.486
864,2021-11-02,1188720000000.0,541972998266.0067,65652665596.22833
865,2021-11-03,1187480000000.0,543511344995.957,72966328766.902
866,2021-11-04,1158080000000.0,536097238048.8056,74664172499.44281
867,2021-11-05,1150810000000.0,529214179763.1384,71336405574.77235
868,2021-11-06,1159350000000.0,533385828883.4528,77801469584.53316
869,2021-11-07,1189380000000.0,544990280197.5723,75236367737.37805
870,2021-11-08,1274300000000.0,568924305550.7672,75170801226.11449
871,2021-11-09,1265940000000.0,560063743836.3357,72510764530.23433
872,2021-11-10,1221860000000.0,546437906944.66736,70205762029.16704
873,2021-11-11,1225830000000.0,559250915932.3672,71126562918.85825
874,2021-11-12,1209210000000.0,551625921749.5256,69297499924.68547
875,2021-11-13,1215280000000.0,549579548899.7511,72820528390.01515
876,2021-11-14,1227320000000.0,545448741751.7253,72033129819.36324
877,2021-11-15,1203250000000.0,540763337072.86285,72152207020.34258
878,2021-11-16,1138550000000.0,501141644885.5255,66803864849.21008
879,2021-11-17,1135430000000.0,504922072169.2345,66088021573.98075
880,2021-11-18,1072060000000.0,471840692520.21857,59129742885.78466
881,2021-11-19,1095140000000.0,508077138723.6221,65135505032.9752
882,2021-11-20,1127950000000.0,522562372643.03455,66121760045.04174
883,2021-11-21,1114470000000.0,510415795085.1393,70602994244.2456
884,2021-11-22,1064510000000.0,485209208325.7296,65813094545.40232
885,2021-11-23,1088320000000.0,515040413718.0401,67437553587.911736
886,2021-11-24,1078920000000.0,504887588436.0942,62415251328.07752
887,2021-11-25,1114230000000.0,536230882409.8071,63954071768.18292
888,2021-11-26,1015930000000.0,480122614037.92096,58579480465.30944
889,2021-11-27,1031750000000.0,484312897329.09033,58556386011.45792
890,2021-11-28,1081140000000.0,508563374295.89136,61018162548.162125
891,2021-11-29,1093880000000.0,527268875430.1648,62274952040.91154
892,2021-11-30,1078380000000.0,550637454947.6888,63607768953.215515
893,2021-12-01,1080000000000.0,543524391893.60706,69751811457.67288
894,2021-12-02,1068760000000.0,536826738375.9084,71314463104.41528
895,2021-12-03,1013820000000.0,501950455625.86255,64939609186.24648
896,2021-12-04,928649000000.0,485975743700.7802,61442318785.982994
897,2021-12-05,931857000000.0,497037557439.9263,59843816167.283264
898,2021-12-06,954738000000.0,515047286808.5363,59431803350.0096
899,2021-12-07,955530000000.0,510575522725.0278,58083521828.059166
900,2021-12-08,954184000000.0,525290545577.2613,59639627515.02677
901,2021-12-09,905811000000.0,493307298076.08185,56194155944.48165
902,2021-12-10,896400000000.0,466580388826.6472,52422292227.08204
903,2021-12-11,932059000000.0,484195469547.6761,52792397189.00529
904,2021-12-12,947504000000.0,491539871850.7801,53483735665.15884
905,2021-12-13,884212000000.0,449700993532.1957,48122921278.2172
906,2021-12-14,912742000000.0,457195170219.0074,49401817990.38276
907,2021-12-15,922955000000.0,476824331007.31494,54755685093.31754
908,2021-12-16,900937000000.0,471868274533.29486,54571767092.48569
909,2021-12-17,875849000000.0,461467432859.418,54112928397.35253
910,2021-12-18,886675000000.0,471075149342.3857,56371523926.08345
911,2021-12-19,886174000000.0,467767205843.4809,55755445840.99601
912,2021-12-20,887698000000.0,468070500191.63855,53701640923.36322
913,2021-12-21,927961000000.0,478738513441.06805,55493458530.28913
914,2021-12-22,920637000000.0,473530386621.1456,55037941285.442245
915,2021-12-23,958893000000.0,487505837297.30334,58606822318.90995
916,2021-12-24,960282000000.0,480823952166.20166,58757035992.534485
917,2021-12-25,956672000000.0,487387760827.43774,59706856375.68868
918,2021-12-26,960649000000.0,483927864836.3702,61186703259.31208
919,2021-12-27,960656000000.0,480896058220.51056,60684563845.24354
920,2021-12-28,901632000000.0,452615924742.8088,55235955369.067375
921,2021-12-29,878923000000.0,432752336074.8023,52938916706.81323
922,2021-12-30,890922000000.0,441053499218.8172,53265712535.20207
923,2021-12-31,876821000000.0,438595523502.49146,52777731348.8376
924,2022-01-01,899656000000.0,447462013623.74725,55096952719.25208
925,2022-01-02,895783000000.0,455997875531.03406,54528122270.76384
926,2022-01-03,878819000000.0,448086088154.4558,52731246960.84625
927,2022-01-04,868502000000.0,451850977336.10144,52006481197.654816
