asset,horizon,date,mult,prob,outcome
btc,7,2023-11-14,0.95,0.7836,1
btc,7,2023-11-14,1.0,0.5054,1
btc,7,2023-11-14,1.05,0.2431,0
btc,7,2023-11-14,1.1,0.1265,0
btc,7,2023-11-21,0.9,0.8983,1
btc,7,2023-11-21,0.95,0.7741,1
btc,7,2023-11-21,1.0,0.5017,1
btc,7,2023-11-21,1.05,0.2421,1
btc,7,2023-11-21,1.1,0.1233,0
btc,7,2023-11-28,0.9,0.8994,1
btc,7,2023-11-28,0.95,0.7732,1
btc,7,2023-11-28,1.0,0.4978,1
btc,7,2023-11-28,1.05,0.2349,1
btc,7,2023-11-28,1.1,0.1206,1
btc,7,2023-12-05,0.9,0.8974,1
btc,7,2023-12-05,0.95,0.7776,0
btc,7,2023-12-05,1.0,0.5094,0
btc,7,2023-12-05,1.05,0.2426,0
btc,7,2023-12-05,1.1,0.1279,0
btc,7,2023-12-12,0.9,0.9029,1
btc,7,2023-12-12,0.95,0.7795,1
btc,7,2023-12-12,1.0,0.5062,1
btc,7,2023-12-12,1.05,0.2479,0
btc,7,2023-12-12,1.1,0.132,0
btc,7,2023-12-19,0.9,0.9083,1
btc,7,2023-12-19,0.95,0.7869,1
btc,7,2023-12-19,1.0,0.5038,1
btc,7,2023-12-19,1.05,0.2467,0
btc,7,2023-12-19,1.1,0.1301,0
btc,7,2023-12-26,0.9,0.9067,1
btc,7,2023-12-26,0.95,0.7913,1
btc,7,2023-12-26,1.0,0.5131,1
btc,7,2023-12-26,1.05,0.2549,1
btc,7,2023-12-26,1.1,0.1336,0
btc,7,2024-01-02,0.9,0.9046,1
btc,7,2024-01-02,0.95,0.7867,1
btc,7,2024-01-02,1.0,0.5093,1
btc,7,2024-01-02,1.05,0.2444,0
btc,7,2024-01-02,1.1,0.1325,0
btc,7,2024-01-09,0.9,0.9088,1
btc,7,2024-01-09,0.95,0.7933,0
btc,7,2024-01-09,1.0,0.511,0
btc,7,2024-01-09,1.05,0.2422,0
btc,7,2024-01-09,1.1,0.1306,0
btc,7,2024-01-16,0.9,0.9056,1
btc,7,2024-01-16,0.95,0.7845,0
btc,7,2024-01-16,1.0,0.5105,0
btc,7,2024-01-16,1.05,0.2454,0
btc,7,2024-01-16,1.1,0.1268,0
btc,7,2024-01-23,0.9,0.9046,1
btc,7,2024-01-23,0.95,0.7842,1
btc,7,2024-01-23,1.0,0.5043,1
btc,7,2024-01-23,1.05,0.2423,1
btc,7,2024-01-23,1.1,0.127,0
btc,7,2024-01-30,0.9,0.9008,1
btc,7,2024-01-30,0.95,0.7858,1
btc,7,2024-01-30,1.0,0.506,1
btc,7,2024-01-30,1.05,0.2394,0
btc,7,2024-01-30,1.1,0.1245,0
btc,7,2024-02-06,0.9,0.9095,1
btc,7,2024-02-06,0.95,0.792,1
btc,7,2024-02-06,1.0,0.5061,1
btc,7,2024-02-06,1.05,0.2426,1
btc,7,2024-02-06,1.1,0.1269,1
btc,7,2024-02-13,0.9,0.9099,1
btc,7,2024-02-13,0.95,0.7895,1
btc,7,2024-02-13,1.0,0.5187,1
btc,7,2024-02-13,1.05,0.2408,1
btc,7,2024-02-13,1.1,0.1201,0
btc,7,2024-02-20,0.9,0.9056,1
btc,7,2024-02-20,0.95,0.7854,1
btc,7,2024-02-20,1.0,0.5154,1
btc,7,2024-02-20,1.05,0.2533,1
btc,7,2024-02-20,1.1,0.1311,0
btc,7,2024-02-27,0.9,0.9068,1
btc,7,2024-02-27,0.95,0.7902,1
btc,7,2024-02-27,1.0,0.5186,1
btc,7,2024-02-27,1.05,0.2533,1
btc,7,2024-02-27,1.1,0.1306,1
btc,7,2024-03-05,0.9,0.9068,1
btc,7,2024-03-05,0.95,0.7906,1
btc,7,2024-03-05,1.0,0.5235,1
btc,7,2024-03-05,1.05,0.259,1
btc,7,2024-03-05,1.1,0.1398,1
btc,7,2024-03-12,0.9,0.9068,0
btc,7,2024-03-12,0.95,0.788,0
btc,7,2024-03-12,1.0,0.5215,0
btc,7,2024-03-12,1.05,0.2595,0
btc,7,2024-03-12,1.1,0.1403,0
btc,7,2024-03-19,0.9,0.9085,1
btc,7,2024-03-19,0.95,0.7902,1
btc,7,2024-03-19,1.0,0.5197,1
btc,7,2024-03-19,1.05,0.2633,1
btc,7,2024-03-19,1.1,0.135,1
btc,7,2024-03-26,0.9,0.9151,1
btc,7,2024-03-26,0.95,0.7928,0
btc,7,2024-03-26,1.0,0.5149,0
btc,7,2024-03-26,1.05,0.2549,0
btc,7,2024-03-26,1.1,0.1329,0
btc,7,2024-04-02,0.9,0.9133,1
btc,7,2024-04-02,0.95,0.7922,1
btc,7,2024-04-02,1.0,0.5253,1
btc,7,2024-04-02,1.05,0.2614,1
btc,7,2024-04-02,1.1,0.1369,0
btc,7,2024-04-09,0.9,0.9128,1
btc,7,2024-04-09,0.95,0.7923,0
btc,7,2024-04-09,1.0,0.5165,0
btc,7,2024-04-09,1.05,0.2575,0
btc,7,2024-04-09,1.1,0.1317,0
btc,7,2024-04-16,0.9,0.9113,1
btc,7,2024-04-16,0.95,0.7898,1
btc,7,2024-04-16,1.0,0.5213,1
btc,7,2024-04-16,1.05,0.2601,0
btc,7,2024-04-16,1.1,0.1348,0
btc,7,2024-04-23,0.9,0.9102,1
btc,7,2024-04-23,0.95,0.785,0
btc,7,2024-04-23,1.0,0.5163,0
btc,7,2024-04-23,1.05,0.2609,0
btc,7,2024-04-23,1.1,0.1333,0
btc,7,2024-04-30,0.9,0.9114,1
btc,7,2024-04-30,0.95,0.7938,1
btc,7,2024-04-30,1.0,0.5238,1
btc,7,2024-04-30,1.05,0.2616,0
btc,7,2024-04-30,1.1,0.1345,0
btc,7,2024-05-07,0.9,0.9068,1
btc,7,2024-05-07,0.95,0.7793,1
btc,7,2024-05-07,1.0,0.5172,0
btc,7,2024-05-07,1.05,0.2537,0
btc,7,2024-05-07,1.1,0.1278,0
btc,7,2024-05-14,0.9,0.9095,1
btc,7,2024-05-14,0.95,0.79,1
btc,7,2024-05-14,1.0,0.5137,1
btc,7,2024-05-14,1.05,0.2569,1
btc,7,2024-05-14,1.1,0.1316,1
btc,7,2024-05-21,0.9,0.9134,1
btc,7,2024-05-21,0.95,0.7897,1
btc,7,2024-05-21,1.0,0.5154,0
btc,7,2024-05-21,1.05,0.2576,0
btc,7,2024-05-21,1.1,0.1306,0
btc,7,2024-05-28,0.9,0.9115,1
btc,7,2024-05-28,0.95,0.7935,1
btc,7,2024-05-28,1.0,0.5187,1
btc,7,2024-05-28,1.05,0.2565,0
btc,7,2024-05-28,1.1,0.13,0
btc,7,2024-06-04,0.9,0.912,1
btc,7,2024-06-04,0.95,0.7917,1
btc,7,2024-06-04,1.0,0.5214,0
btc,7,2024-06-04,1.05,0.2598,0
btc,7,2024-06-04,1.1,0.136,0
btc,7,2024-06-11,0.9,0.9185,1
btc,7,2024-06-11,0.95,0.8009,1
btc,7,2024-06-11,1.0,0.5202,0
btc,7,2024-06-11,1.05,0.2524,0
btc,7,2024-06-11,1.1,0.1285,0
btc,7,2024-06-18,0.9,0.9146,1
btc,7,2024-06-18,0.95,0.7987,0
btc,7,2024-06-18,1.0,0.5171,0
btc,7,2024-06-18,1.05,0.2528,0
btc,7,2024-06-18,1.1,0.1271,0
btc,7,2024-06-25,0.9,0.9139,1
btc,7,2024-06-25,0.95,0.7933,1
btc,7,2024-06-25,1.0,0.5219,1
btc,7,2024-06-25,1.05,0.2529,0
btc,7,2024-06-25,1.1,0.1281,0
btc,7,2024-07-02,0.9,0.9131,1
btc,7,2024-07-02,0.95,0.7916,0
btc,7,2024-07-02,1.0,0.5117,0
btc,7,2024-07-02,1.05,0.2532,0
btc,7,2024-07-02,1.1,0.1305,0
btc,7,2024-07-09,0.9,0.9143,1
btc,7,2024-07-09,0.95,0.7953,1
btc,7,2024-07-09,1.0,0.5107,1
btc,7,2024-07-09,1.05,0.2429,1
btc,7,2024-07-09,1.1,0.1261,1
btc,7,2024-07-16,0.9,0.9152,1
btc,7,2024-07-16,0.95,0.7844,1
btc,7,2024-07-16,1.0,0.5035,1
btc,7,2024-07-16,1.05,0.2514,0
btc,7,2024-07-16,1.1,0.1355,0
btc,7,2024-07-23,0.9,0.9184,1
btc,7,2024-07-23,0.95,0.7925,1
btc,7,2024-07-23,1.0,0.5143,1
btc,7,2024-07-23,1.05,0.2464,0
btc,7,2024-07-23,1.1,0.1279,0
btc,7,2024-07-30,0.9,0.9157,0
btc,7,2024-07-30,0.95,0.7869,0
btc,7,2024-07-30,1.0,0.511,0
btc,7,2024-07-30,1.05,0.2504,0
btc,7,2024-07-30,1.1,0.129,0
btc,7,2024-08-06,0.9,0.9183,1
btc,7,2024-08-06,0.95,0.7923,1
btc,7,2024-08-06,1.0,0.5147,1
btc,7,2024-08-06,1.05,0.2502,1
btc,7,2024-08-06,1.1,0.1314,0
btc,7,2024-08-13,0.9,0.9112,1
btc,7,2024-08-13,0.95,0.7884,1
btc,7,2024-08-13,1.0,0.515,0
btc,7,2024-08-13,1.05,0.2541,0
btc,7,2024-08-13,1.1,0.1345,0
btc,7,2024-08-20,0.9,0.9122,1
btc,7,2024-08-20,0.95,0.7869,1
btc,7,2024-08-20,1.0,0.5063,1
btc,7,2024-08-20,1.05,0.2466,0
btc,7,2024-08-20,1.1,0.1294,0
btc,7,2024-08-27,0.9,0.9182,1
btc,7,2024-08-27,0.95,0.7945,1
btc,7,2024-08-27,1.0,0.5181,0
btc,7,2024-08-27,1.05,0.2525,0
btc,7,2024-08-27,1.1,0.1262,0
btc,7,2024-09-03,0.9,0.9137,1
btc,7,2024-09-03,0.95,0.7952,1
btc,7,2024-09-03,1.0,0.5224,1
btc,7,2024-09-03,1.05,0.2548,0
btc,7,2024-09-03,1.1,0.13,0
btc,7,2024-09-10,0.9,0.9166,1
btc,7,2024-09-10,0.95,0.7849,1
btc,7,2024-09-10,1.0,0.5144,1
btc,7,2024-09-10,1.05,0.2539,0
btc,7,2024-09-10,1.1,0.1331,0
btc,7,2024-09-17,0.9,0.915,1
btc,7,2024-09-17,0.95,0.7895,1
btc,7,2024-09-17,1.0,0.5168,1
btc,7,2024-09-17,1.05,0.2489,1
btc,7,2024-09-17,1.1,0.1286,0
btc,7,2024-09-24,0.9,0.9204,1
btc,7,2024-09-24,0.95,0.7942,0
btc,7,2024-09-24,1.0,0.5198,0
btc,7,2024-09-24,1.05,0.2535,0
btc,7,2024-09-24,1.1,0.1293,0
btc,7,2024-10-01,0.9,0.9166,1
btc,7,2024-10-01,0.95,0.7924,1
btc,7,2024-10-01,1.0,0.5156,1
btc,7,2024-10-01,1.05,0.2525,0
btc,7,2024-10-01,1.1,0.1222,0
btc,7,2024-10-08,0.9,0.9158,1
btc,7,2024-10-08,0.95,0.792,1
btc,7,2024-10-08,1.0,0.5121,1
btc,7,2024-10-08,1.05,0.2495,1
btc,7,2024-10-08,1.1,0.125,0
btc,7,2024-10-15,0.9,0.9163,1
btc,7,2024-10-15,0.95,0.7858,1
btc,7,2024-10-15,1.0,0.5083,1
btc,7,2024-10-15,1.05,0.2466,0
btc,7,2024-10-15,1.1,0.122,0
btc,7,2024-10-22,0.9,0.9199,1
btc,7,2024-10-22,0.95,0.7881,1
btc,7,2024-10-22,1.0,0.5102,1
btc,7,2024-10-22,1.05,0.2475,1
btc,7,2024-10-22,1.1,0.1238,0
btc,7,2024-10-29,0.9,0.9146,1
btc,7,2024-10-29,0.95,0.7892,1
btc,7,2024-10-29,1.0,0.5154,0
btc,7,2024-10-29,1.05,0.2543,0
btc,7,2024-10-29,1.1,0.1201,0
btc,7,2024-11-05,0.9,0.9152,1
btc,7,2024-11-05,0.95,0.7845,1
btc,7,2024-11-05,1.0,0.5194,1
btc,7,2024-11-05,1.05,0.25,1
btc,7,2024-11-05,1.1,0.1179,1
btc,7,2024-11-12,0.9,0.9175,1
btc,7,2024-11-12,0.95,0.7924,1
btc,7,2024-11-12,1.0,0.5207,1
btc,7,2024-11-12,1.05,0.2587,0
btc,7,2024-11-12,1.1,0.1276,0
btc,7,2024-11-19,0.9,0.9165,1
btc,7,2024-11-19,0.95,0.7927,1
btc,7,2024-11-19,1.0,0.5248,0
btc,7,2024-11-19,1.05,0.2613,0
btc,7,2024-11-19,1.1,0.1328,0
btc,7,2024-11-26,0.9,0.9213,1
btc,7,2024-11-26,0.95,0.8028,1
btc,7,2024-11-26,1.0,0.5288,1
btc,7,2024-11-26,1.05,0.257,0
btc,7,2024-11-26,1.1,0.1251,0
btc,7,2024-12-03,0.9,0.9234,1
btc,7,2024-12-03,0.95,0.8004,1
btc,7,2024-12-03,1.0,0.5249,1
btc,7,2024-12-03,1.05,0.2575,0
btc,7,2024-12-03,1.1,0.1276,0
btc,7,2024-12-10,0.9,0.9203,1
btc,7,2024-12-10,0.95,0.8016,1
btc,7,2024-12-10,1.0,0.5231,1
btc,7,2024-12-10,1.05,0.2513,1
btc,7,2024-12-10,1.1,0.1267,0
btc,7,2024-12-17,0.9,0.9165,1
btc,7,2024-12-17,0.95,0.7974,0
btc,7,2024-12-17,1.0,0.5258,0
btc,7,2024-12-17,1.05,0.2458,0
btc,7,2024-12-17,1.1,0.1196,0
btc,7,2024-12-24,0.9,0.9173,1
btc,7,2024-12-24,0.95,0.79,0
btc,7,2024-12-24,1.0,0.523,0
btc,7,2024-12-24,1.05,0.2513,0
btc,7,2024-12-24,1.1,0.1273,0
btc,7,2024-12-31,0.9,0.9199,1
btc,7,2024-12-31,0.95,0.7951,1
btc,7,2024-12-31,1.0,0.5278,1
btc,7,2024-12-31,1.05,0.2567,0
btc,7,2024-12-31,1.1,0.1207,0
btc,7,2025-01-07,0.9,0.9226,1
btc,7,2025-01-07,0.95,0.8,1
btc,7,2025-01-07,1.0,0.5159,0
btc,7,2025-01-07,1.05,0.2476,0
btc,7,2025-01-07,1.1,0.1303,0
btc,7,2025-01-14,0.9,0.9224,1
btc,7,2025-01-14,0.95,0.7961,1
btc,7,2025-01-14,1.0,0.5236,1
btc,7,2025-01-14,1.05,0.2634,1
btc,7,2025-01-14,1.1,0.1305,0
btc,7,2025-01-21,0.9,0.9181,1
btc,7,2025-01-21,0.95,0.7984,1
btc,7,2025-01-21,1.0,0.519,0
btc,7,2025-01-21,1.05,0.25,0
btc,7,2025-01-21,1.1,0.1219,0
btc,7,2025-01-28,0.9,0.9174,1
btc,7,2025-01-28,0.95,0.7944,1
btc,7,2025-01-28,1.0,0.525,0
btc,7,2025-01-28,1.05,0.2521,0
btc,7,2025-01-28,1.1,0.1214,0
btc,7,2025-02-04,0.9,0.9192,1
btc,7,2025-02-04,0.95,0.7997,1
btc,7,2025-02-04,1.0,0.5227,0
btc,7,2025-02-04,1.05,0.2439,0
btc,7,2025-02-04,1.1,0.1187,0
btc,7,2025-02-11,0.9,0.9269,1
btc,7,2025-02-11,0.95,0.8051,1
btc,7,2025-02-11,1.0,0.5235,0
btc,7,2025-02-11,1.05,0.2539,0
btc,7,2025-02-11,1.1,0.1273,0
btc,7,2025-02-18,0.9,0.9183,1
btc,7,2025-02-18,0.95,0.7986,0
btc,7,2025-02-18,1.0,0.5238,0
btc,7,2025-02-18,1.05,0.2548,0
btc,7,2025-02-18,1.1,0.1261,0
btc,7,2025-02-25,0.9,0.9235,1
btc,7,2025-02-25,0.95,0.8062,1
btc,7,2025-02-25,1.0,0.5232,0
btc,7,2025-02-25,1.05,0.2483,0
btc,7,2025-02-25,1.1,0.1203,0
btc,7,2025-03-04,0.9,0.9191,1
btc,7,2025-03-04,0.95,0.8033,1
btc,7,2025-03-04,1.0,0.5183,0
btc,7,2025-03-04,1.05,0.2513,0
btc,7,2025-03-04,1.1,0.1255,0
btc,7,2025-03-11,0.9,0.921,1
btc,7,2025-03-11,0.95,0.8018,1
btc,7,2025-03-11,1.0,0.5173,0
btc,7,2025-03-11,1.05,0.2468,0
btc,7,2025-03-11,1.1,0.1179,0
btc,7,2025-03-18,0.9,0.9185,1
btc,7,2025-03-18,0.95,0.7953,1
btc,7,2025-03-18,1.0,0.5147,1
btc,7,2025-03-18,1.05,0.2427,1
btc,7,2025-03-18,1.1,0.1151,0
btc,7,2025-03-25,0.9,0.919,1
btc,7,2025-03-25,0.95,0.8025,1
btc,7,2025-03-25,1.0,0.5238,0
btc,7,2025-03-25,1.05,0.2504,0
btc,7,2025-03-25,1.1,0.123,0
btc,7,2025-04-01,0.9,0.9245,0
btc,7,2025-04-01,0.95,0.7984,0
btc,7,2025-04-01,1.0,0.5173,0
btc,7,2025-04-01,1.05,0.2509,0
btc,7,2025-04-01,1.1,0.1221,0
btc,7,2025-04-08,0.9,0.921,1
btc,7,2025-04-08,0.95,0.8,1
btc,7,2025-04-08,1.0,0.5179,1
btc,7,2025-04-08,1.05,0.2446,1
btc,7,2025-04-08,1.1,0.1183,0
btc,7,2025-04-15,0.9,0.9189,1
btc,7,2025-04-15,0.95,0.8001,1
btc,7,2025-04-15,1.0,0.5125,1
btc,7,2025-04-15,1.05,0.2416,1
btc,7,2025-04-15,1.1,0.1103,1
btc,7,2025-04-22,0.9,0.9188,1
btc,7,2025-04-22,0.95,0.7949,1
btc,7,2025-04-22,1.0,0.51,1
btc,7,2025-04-22,1.05,0.2385,0
btc,7,2025-04-22,1.1,0.1174,0
btc,7,2025-04-29,0.9,0.924,1
btc,7,2025-04-29,0.95,0.8027,1
btc,7,2025-04-29,1.0,0.5216,1
btc,7,2025-04-29,1.05,0.2492,0
btc,7,2025-04-29,1.1,0.1212,0
btc,7,2025-05-06,0.9,0.9236,1
btc,7,2025-05-06,0.95,0.8055,1
btc,7,2025-05-06,1.0,0.524,1
btc,7,2025-05-06,1.05,0.2484,1
btc,7,2025-05-06,1.1,0.1228,0
btc,7,2025-05-13,0.9,0.9255,1
btc,7,2025-05-13,0.95,0.8051,1
btc,7,2025-05-13,1.0,0.5177,1
btc,7,2025-05-13,1.05,0.2441,0
btc,7,2025-05-13,1.1,0.1156,0
btc,7,2025-05-20,0.9,0.9272,1
btc,7,2025-05-20,0.95,0.8065,1
btc,7,2025-05-20,1.0,0.5282,1
btc,7,2025-05-20,1.05,0.2537,0
btc,7,2025-05-20,1.1,0.121,0
btc,7,2025-05-27,0.9,0.9285,1
btc,7,2025-05-27,0.95,0.809,1
btc,7,2025-05-27,1.0,0.5317,0
btc,7,2025-05-27,1.05,0.2591,0
btc,7,2025-05-27,1.1,0.1241,0
btc,7,2025-06-03,0.9,0.9272,1
btc,7,2025-06-03,0.95,0.8113,1
btc,7,2025-06-03,1.0,0.5325,1
btc,7,2025-06-03,1.05,0.2588,0
btc,7,2025-06-03,1.1,0.1252,0
btc,7,2025-06-10,0.9,0.9222,1
btc,7,2025-06-10,0.95,0.8081,0
btc,7,2025-06-10,1.0,0.5335,0
btc,7,2025-06-10,1.05,0.2506,0
btc,7,2025-06-10,1.1,0.1207,0
btc,7,2025-06-17,0.9,0.927,1
btc,7,2025-06-17,0.95,0.8109,1
btc,7,2025-06-17,1.0,0.5271,1
btc,7,2025-06-17,1.05,0.246,0
btc,7,2025-06-17,1.1,0.1175,0
btc,7,2025-06-24,0.9,0.9277,1
btc,7,2025-06-24,0.95,0.8116,1
btc,7,2025-06-24,1.0,0.5242,0
btc,7,2025-06-24,1.05,0.2469,0
btc,7,2025-06-24,1.1,0.1211,0
btc,7,2025-07-01,0.9,0.9301,1
btc,7,2025-07-01,0.95,0.8118,1
btc,7,2025-07-01,1.0,0.5363,1
btc,7,2025-07-01,1.05,0.2492,0
btc,7,2025-07-01,1.1,0.1198,0
btc,7,2025-07-08,0.9,0.9229,1
btc,7,2025-07-08,0.95,0.8087,1
btc,7,2025-07-08,1.0,0.5292,1
btc,7,2025-07-08,1.05,0.2515,1
btc,7,2025-07-08,1.1,0.1224,0
btc,7,2025-07-15,0.9,0.9242,1
btc,7,2025-07-15,0.95,0.8093,1
btc,7,2025-07-15,1.0,0.534,1
btc,7,2025-07-15,1.05,0.2468,0
btc,7,2025-07-15,1.1,0.1156,0
btc,7,2025-07-22,0.9,0.9292,1
btc,7,2025-07-22,0.95,0.8128,1
btc,7,2025-07-22,1.0,0.5332,0
btc,7,2025-07-22,1.05,0.2461,0
btc,7,2025-07-22,1.1,0.1151,0
btc,7,2025-07-29,0.9,0.9264,1
btc,7,2025-07-29,0.95,0.8133,1
btc,7,2025-07-29,1.0,0.5328,0
btc,7,2025-07-29,1.05,0.2491,0
btc,7,2025-07-29,1.1,0.1177,0
btc,7,2025-08-05,0.9,0.9264,1
btc,7,2025-08-05,0.95,0.8097,1
btc,7,2025-08-05,1.0,0.5279,1
btc,7,2025-08-05,1.05,0.2386,1
btc,7,2025-08-05,1.1,0.1127,0
btc,7,2025-08-12,0.9,0.9311,1
btc,7,2025-08-12,0.95,0.8179,0
btc,7,2025-08-12,1.0,0.5269,0
btc,7,2025-08-12,1.05,0.2466,0
btc,7,2025-08-12,1.1,0.1147,0
btc,7,2025-08-19,0.9,0.9312,1
btc,7,2025-08-19,0.95,0.8192,1
btc,7,2025-08-19,1.0,0.5312,0
btc,7,2025-08-19,1.05,0.2466,0
btc,7,2025-08-19,1.1,0.1121,0
btc,7,2025-08-26,0.9,0.9309,1
btc,7,2025-08-26,0.95,0.8232,1
btc,7,2025-08-26,1.0,0.5421,0
btc,7,2025-08-26,1.05,0.2556,0
btc,7,2025-08-26,1.1,0.1209,0
btc,7,2025-09-02,0.9,0.9332,1
btc,7,2025-09-02,0.95,0.8212,1
btc,7,2025-09-02,1.0,0.5271,1
btc,7,2025-09-02,1.05,0.2386,0
btc,7,2025-09-02,1.1,0.1129,0
btc,7,2025-09-09,0.9,0.931,1
btc,7,2025-09-09,0.95,0.8149,1
btc,7,2025-09-09,1.0,0.5294,1
btc,7,2025-09-09,1.05,0.2432,0
btc,7,2025-09-09,1.1,0.1175,0
btc,7,2025-09-16,0.9,0.9256,1
btc,7,2025-09-16,0.95,0.8138,1
btc,7,2025-09-16,1.0,0.5356,0
btc,7,2025-09-16,1.05,0.2427,0
btc,7,2025-09-16,1.1,0.1083,0
btc,7,2025-09-23,0.9,0.9344,1
btc,7,2025-09-23,0.95,0.8252,1
btc,7,2025-09-23,1.0,0.5401,1
btc,7,2025-09-23,1.05,0.2427,0
btc,7,2025-09-23,1.1,0.1128,0
btc,7,2025-09-30,0.9,0.9297,1
btc,7,2025-09-30,0.95,0.8187,1
btc,7,2025-09-30,1.0,0.535,1
btc,7,2025-09-30,1.05,0.2443,1
btc,7,2025-09-30,1.1,0.1127,0
btc,7,2025-10-07,0.9,0.931,1
btc,7,2025-10-07,0.95,0.8186,0
btc,7,2025-10-07,1.0,0.5331,0
btc,7,2025-10-07,1.05,0.2367,0
btc,7,2025-10-07,1.1,0.111,0
btc,7,2025-10-14,0.9,0.9282,1
btc,7,2025-10-14,0.95,0.8104,1
btc,7,2025-10-14,1.0,0.5363,0
btc,7,2025-10-14,1.05,0.239,0
btc,7,2025-10-14,1.1,0.1153,0
btc,7,2025-10-21,0.9,0.9268,1
btc,7,2025-10-21,0.95,0.809,1
btc,7,2025-10-21,1.0,0.5279,1
btc,7,2025-10-21,1.05,0.2428,0
btc,7,2025-10-21,1.1,0.1184,0
btc,7,2025-10-28,0.9,0.9221,0
btc,7,2025-10-28,0.95,0.8085,0
btc,7,2025-10-28,1.0,0.5271,0
btc,7,2025-10-28,1.05,0.2419,0
btc,7,2025-10-28,1.1,0.1139,0
btc,7,2025-11-04,0.9,0.9308,1
btc,7,2025-11-04,0.95,0.8163,1
btc,7,2025-11-04,1.0,0.5266,1
btc,7,2025-11-04,1.05,0.2323,0
btc,7,2025-11-04,1.1,0.1128,0
btc,20,2021-07-20,0.9,0.7796,1
btc,20,2021-07-20,0.95,0.6784,1
btc,20,2021-07-20,1.0,0.5087,1
btc,20,2021-07-20,1.05,0.3755,1
btc,20,2021-07-20,1.1,0.2445,1
btc,20,2021-08-09,0.9,0.7813,1
btc,20,2021-08-09,0.95,0.7015,1
btc,20,2021-08-09,1.0,0.5416,1
btc,20,2021-08-09,1.05,0.4214,1
btc,20,2021-08-09,1.1,0.3031,0
btc,20,2021-08-29,0.9,0.8143,1
btc,20,2021-08-29,0.95,0.7366,1
btc,20,2021-08-29,1.0,0.5864,0
btc,20,2021-08-29,1.05,0.4774,0
btc,20,2021-08-29,1.1,0.359,0
btc,20,2021-09-18,0.9,0.8258,1
btc,20,2021-09-18,0.95,0.7324,1
btc,20,2021-09-18,1.0,0.5828,1
btc,20,2021-09-18,1.05,0.4642,1
btc,20,2021-09-18,1.1,0.3368,1
btc,20,2021-10-08,0.9,0.8066,1
btc,20,2021-10-08,0.95,0.7131,1
btc,20,2021-10-08,1.0,0.5686,1
btc,20,2021-10-08,1.05,0.45,1
btc,20,2021-10-08,1.1,0.3221,1
btc,20,2021-10-28,0.9,0.8099,1
btc,20,2021-10-28,0.95,0.7263,1
btc,20,2021-10-28,1.0,0.5917,0
btc,20,2021-10-28,1.05,0.4789,0
btc,20,2021-10-28,1.1,0.3547,0
btc,20,2021-11-17,0.9,0.8265,0
btc,20,2021-11-17,0.95,0.7427,0
btc,20,2021-11-17,1.0,0.6091,0
btc,20,2021-11-17,1.05,0.4784,0
btc,20,2021-11-17,1.1,0.3307,0
btc,20,2021-12-07,0.9,0.799,1
btc,20,2021-12-07,0.95,0.7077,1
btc,20,2021-12-07,1.0,0.5623,1
btc,20,2021-12-07,1.05,0.4355,0
btc,20,2021-12-07,1.1,0.3086,0
btc,20,2021-12-27,0.9,0.7694,0
btc,20,2021-12-27,0.95,0.6834,0
btc,20,2021-12-27,1.0,0.5554,0
btc,20,2021-12-27,1.05,0.4293,0
btc,20,2021-12-27,1.1,0.3067,0
btc,20,2022-01-16,0.9,0.7507,1
btc,20,2022-01-16,0.95,0.6589,1
btc,20,2022-01-16,1.0,0.5262,0
btc,20,2022-01-16,1.05,0.4014,0
btc,20,2022-01-16,1.1,0.2808,0
btc,20,2022-02-05,0.9,0.7382,1
btc,20,2022-02-05,0.95,0.6358,0
btc,20,2022-02-05,1.0,0.4997,0
btc,20,2022-02-05,1.05,0.3835,0
btc,20,2022-02-05,1.1,0.266,0
btc,20,2022-02-25,0.9,0.7423,1
btc,20,2022-02-25,0.95,0.6443,1
btc,20,2022-02-25,1.0,0.5081,1
btc,20,2022-02-25,1.05,0.3743,0
btc,20,2022-02-25,1.1,0.2621,0
btc,20,2022-03-17,0.9,0.7537,1
btc,20,2022-03-17,0.95,0.6492,1
btc,20,2022-03-17,1.0,0.5178,1
btc,20,2022-03-17,1.05,0.3807,1
btc,20,2022-03-17,1.1,0.2634,0
btc,20,2022-04-06,0.9,0.7601,0
btc,20,2022-04-06,0.95,0.6577,0
btc,20,2022-04-06,1.0,0.5288,0
btc,20,2022-04-06,1.05,0.4022,0
btc,20,2022-04-06,1.1,0.2845,0
btc,20,2022-04-26,0.9,0.7548,0
btc,20,2022-04-26,0.95,0.6446,0
btc,20,2022-04-26,1.0,0.5153,0
btc,20,2022-04-26,1.05,0.3783,0
btc,20,2022-04-26,1.1,0.27,0
btc,20,2022-05-16,0.9,0.7278,1
btc,20,2022-05-16,0.95,0.6095,1
btc,20,2022-05-16,1.0,0.4773,1
btc,20,2022-05-16,1.05,0.3471,0
btc,20,2022-05-16,1.1,0.2401,0
btc,20,2022-06-05,0.9,0.7297,0
btc,20,2022-06-05,0.95,0.6177,0
btc,20,2022-06-05,1.0,0.4853,0
btc,20,2022-06-05,1.05,0.3567,0
btc,20,2022-06-05,1.1,0.249,0
btc,20,2022-06-25,0.9,0.7071,1
btc,20,2022-06-25,0.95,0.5986,1
btc,20,2022-06-25,1.0,0.4702,0
btc,20,2022-06-25,1.05,0.34,0
btc,20,2022-06-25,1.1,0.238,0
btc,20,2022-07-15,0.9,0.7019,1
